Iteracao,Energia
0,-0.4416
1,-0.48
2,-0.5328
3,-0.6048
4,-0.5552
5,-0.5392
6,-0.5664
7,-0.56
8,-0.5504
9,-0.5136
10,-0.5104
11,-0.4592
12,-0.4544
13,-0.5472
14,-0.5536
15,-0.5744
16,-0.4784
17,-0.5392
18,-0.5088
19,-0.5168
20,-0.5232
21,-0.5408
22,-0.5392
23,-0.496
24,-0.5504
25,-0.544
26,-0.5216
27,-0.4608
28,-0.5264
29,-0.5184
30,-0.5088
31,-0.5072
32,-0.5088
33,-0.5888
34,-0.5616
35,-0.5392
36,-0.5488
37,-0.5376
38,-0.5456
39,-0.5264
40,-0.5872
41,-0.584
42,-0.5904
43,-0.6144
44,-0.5744
45,-0.5344
46,-0.6016
47,-0.5296
48,-0.5152
49,-0.5376
50,-0.6112
51,-0.5216
52,-0.5936
53,-0.5888
54,-0.56
55,-0.4928
56,-0.5728
57,-0.5776
58,-0.5328
59,-0.5584
60,-0.5152
61,-0.5872
62,-0.5344
63,-0.6032
64,-0.56
65,-0.576
66,-0.5424
67,-0.5408
68,-0.5152
69,-0.5728
70,-0.5824
71,-0.5264
72,-0.5808
73,-0.6192
74,-0.5344
75,-0.5488
76,-0.5536
77,-0.5472
78,-0.5504
79,-0.5616
80,-0.6016
81,-0.5872
82,-0.5904
83,-0.5456
84,-0.5056
85,-0.5536
86,-0.552
87,-0.4944
88,-0.5456
89,-0.5744
90,-0.5376
91,-0.5456
92,-0.5136
93,-0.5312
94,-0.56
95,-0.568
96,-0.5664
97,-0.5392
98,-0.5488
99,-0.5696
100,-0.552
101,-0.5456
102,-0.5232
103,-0.5568
104,-0.5344
105,-0.544
106,-0.6112
107,-0.576
108,-0.56
109,-0.544
110,-0.4784
111,-0.6064
112,-0.5968
113,-0.5728
114,-0.5664
115,-0.5872
116,-0.5744
117,-0.5488
118,-0.5344
119,-0.5312
120,-0.496
121,-0.5328
122,-0.5664
123,-0.544
124,-0.5792
125,-0.5216
126,-0.5792
127,-0.576
128,-0.5808
129,-0.5712
130,-0.5696
131,-0.6016
132,-0.5648
133,-0.5664
134,-0.552
135,-0.5488
136,-0.5664
137,-0.5872
138,-0.5888
139,-0.4992
140,-0.5376
141,-0.568
142,-0.5392
143,-0.6432
144,-0.5136
145,-0.56
146,-0.5584
147,-0.5824
148,-0.5888
149,-0.5552
150,-0.5472
151,-0.584
152,-0.5744
153,-0.5648
154,-0.5552
155,-0.4688
156,-0.5408
157,-0.576
158,-0.5408
159,-0.6416
160,-0.592
161,-0.4992
162,-0.4752
163,-0.5504
164,-0.5328
165,-0.5424
166,-0.5856
167,-0.608
168,-0.5552
169,-0.5616
170,-0.5472
171,-0.5696
172,-0.6016
173,-0.544
174,-0.5792
175,-0.5296
176,-0.5152
177,-0.4992
178,-0.5296
179,-0.5408
180,-0.5216
181,-0.56
182,-0.5424
183,-0.5552
184,-0.512
185,-0.5488
186,-0.544
187,-0.5152
188,-0.5872
189,-0.6144
190,-0.5648
191,-0.5632
192,-0.5424
193,-0.568
194,-0.5488
195,-0.5952
196,-0.5664
197,-0.5712
198,-0.5776
199,-0.5792
200,-0.5904
201,-0.5648
202,-0.5344
203,-0.5696
204,-0.5536
205,-0.5152
206,-0.5472
207,-0.5808
208,-0.5408
209,-0.52
210,-0.5312
211,-0.5488
212,-0.5664
213,-0.5552
214,-0.5856
215,-0.5872
216,-0.5552
217,-0.536
218,-0.5616
219,-0.5392
220,-0.496
221,-0.5952
222,-0.6096
223,-0.5808
224,-0.5424
225,-0.6
226,-0.5616
227,-0.576
228,-0.5488
229,-0.5056
230,-0.552
231,-0.5536
232,-0.568
233,-0.5536
234,-0.5552
235,-0.552
236,-0.5536
237,-0.5328
238,-0.5072
239,-0.5312
240,-0.544
241,-0.5264
242,-0.5616
243,-0.52
244,-0.5072
245,-0.5328
246,-0.5792
247,-0.648
248,-0.5872
249,-0.5552
250,-0.5184
251,-0.5248
252,-0.5424
253,-0.5424
254,-0.5296
255,-0.5168
256,-0.5616
257,-0.5232
258,-0.5696
259,-0.5376
260,-0.5312
261,-0.592
262,-0.5424
263,-0.5232
264,-0.5456
265,-0.5216
266,-0.5136
267,-0.5392
268,-0.5936
269,-0.552
270,-0.5504
271,-0.5408
272,-0.544
273,-0.5248
274,-0.5904
275,-0.5616
276,-0.5536
277,-0.5232
278,-0.5008
279,-0.5136
280,-0.5552
281,-0.584
282,-0.5488
283,-0.536
284,-0.56
285,-0.5408
286,-0.504
287,-0.4768
288,-0.6064
289,-0.536
290,-0.552
291,-0.5328
292,-0.5696
293,-0.5248
294,-0.5792
295,-0.5648
296,-0.5808
297,-0.5616
298,-0.5488
299,-0.6112
300,-0.6
301,-0.6064
302,-0.5824
303,-0.632
304,-0.5744
305,-0.5872
306,-0.576
307,-0.5792
308,-0.5712
309,-0.616
310,-0.6448
311,-0.5936
312,-0.584
313,-0.5616
314,-0.5536
315,-0.5744
316,-0.6272
317,-0.5664
318,-0.552
319,-0.5648
320,-0.544
321,-0.5824
322,-0.5872
323,-0.5696
324,-0.56
325,-0.5616
326,-0.5776
327,-0.5248
328,-0.5328
329,-0.5744
330,-0.568
331,-0.608
332,-0.5968
333,-0.5696
334,-0.5824
335,-0.4688
336,-0.5184
337,-0.536
338,-0.5072
339,-0.5008
340,-0.5504
341,-0.5968
342,-0.5664
343,-0.5024
344,-0.512
345,-0.5248
346,-0.5184
347,-0.5232
348,-0.552
349,-0.5488
350,-0.5232
351,-0.5456
352,-0.5264
353,-0.5808
354,-0.5952
355,-0.56
356,-0.56
357,-0.5008
358,-0.552
359,-0.5392
360,-0.5296
361,-0.5904
362,-0.6032
363,-0.5824
364,-0.5488
365,-0.5184
366,-0.4976
367,-0.5232
368,-0.504
369,-0.5328
370,-0.5424
371,-0.5632
372,-0.5632
373,-0.528
374,-0.4944
375,-0.5328
376,-0.5744
377,-0.5792
378,-0.5408
379,-0.5392
380,-0.5376
381,-0.5856
382,-0.6512
383,-0.5744
384,-0.5536
385,-0.5168
386,-0.6272
387,-0.5072
388,-0.5456
389,-0.48
390,-0.528
391,-0.5856
392,-0.5536
393,-0.5536
394,-0.5872
395,-0.6256
396,-0.6192
397,-0.6192
398,-0.5888
399,-0.5472
400,-0.5696
401,-0.5744
402,-0.6256
403,-0.5856
404,-0.5216
405,-0.512
406,-0.5536
407,-0.5296
408,-0.5504
409,-0.5408
410,-0.5792
411,-0.576
412,-0.5632
413,-0.592
414,-0.5552
415,-0.5536
416,-0.5552
417,-0.5136
418,-0.5152
419,-0.5712
420,-0.5472
421,-0.5904
422,-0.6096
423,-0.5872
424,-0.5696
425,-0.576
426,-0.5456
427,-0.5568
428,-0.552
429,-0.5536
430,-0.5216
431,-0.5824
432,-0.536
433,-0.6032
434,-0.5552
435,-0.5664
436,-0.5504
437,-0.6096
438,-0.6
439,-0.6032
440,-0.5536
441,-0.5216
442,-0.5424
443,-0.5216
444,-0.536
445,-0.5424
446,-0.5312
447,-0.592
448,-0.5344
449,-0.5552
450,-0.536
451,-0.5472
452,-0.5072
453,-0.5728
454,-0.5632
