Iteracao,Magnetizacao
0,0.0456
1,0.028
2,0.04
3,0.0744
4,0.06
5,0.0232
6,-0.0088
7,-0.016
8,0.0056
9,-0.0192
10,-0.0144
11,-0.0432
12,-0.0024
13,-0.0064
14,-0.0496
15,-0.0352
16,-0.0264
17,-0.0296
18,-0.0816
19,0.0088
20,0.016
21,0.0136
22,-0.0032
23,-0.0048
24,-0.0168
25,-0.0512
26,-0.0592
27,-0.0072
28,0.02
29,0.0456
30,0.0656
31,0.0464
32,0.0832
33,0.1152
34,0.0536
35,0.0208
36,0.0432
37,0.0416
38,0.0328
39,0.0608
40,0.0608
41,0.0528
42,0.0624
43,0.0248
44,0.0168
45,0.0304
46,0.0792
47,0.0472
48,0.0312
49,0.0136
50,0.06
51,0.0584
52,0.0912
53,0.048
54,0.0456
55,0.0336
56,0.0584
57,0.0464
58,0.0072
59,-0.0064
60,-0.0056
61,-0.0192
62,-0.0536
63,-0.0024
64,0.0088
65,0.0144
66,-0.0112
67,0.0248
68,0.0496
69,0.0504
70,0.0368
71,0.064
72,0.0752
73,0.02
74,0.0352
75,0.0424
76,0.032
77,0.0056
78,0.04
79,0.0592
80,0.0
81,-0.0304
82,-0.0656
83,-0.064
84,0.0256
85,0.016
86,-0.072
87,-0.0384
88,0.0064
89,0.04
90,0.072
91,0.0552
92,0.02
93,0.008
94,0.0704
95,0.0824
96,0.0592
97,0.0624
98,0.0848
99,0.076
100,0.0408
101,0.0272
102,0.0056
103,0.0112
104,0.068
105,0.112
106,0.0768
107,0.0304
108,0.0056
109,0.0368
110,-0.0336
111,-0.0544
112,-0.0224
113,-0.016
114,-0.024
115,-0.0216
116,-0.0104
117,0.0152
118,-0.008
119,0.0256
120,-0.0016
121,0.0072
122,-0.0352
123,-0.0136
124,-0.048
125,-0.0696
126,-0.0608
127,-0.016
128,-0.0272
129,-0.0224
130,-0.008
131,-0.0048
132,0.0056
133,0.004
134,-0.0376
135,0.0072
136,-0.0024
137,-0.0008
138,-0.0288
139,-0.016
140,-0.0616
141,-0.0544
142,-0.0096
143,-0.008
144,-0.0256
145,0.0088
146,-0.0168
147,-0.0416
148,0.0024
149,0.028
