0.1 70.33170454311464 39.89835219738483  25.139450350834352  5.247869738376335  0.0448938328066624  0.0011375291471212856  8.938467974007648e-07  7.181858142741629e-10  3.489187514467451e-13  1.0444571457320424e-16  2.0097069079293603e-20  2.5872239614296354e-24  2.307300363740046e-28  1.4685755085186563e-32  6.844426293156793e-37  2.3880620596285796e-41  6.359177572776815e-46  1.3144892973310941e-50  2.1409891058853402e-55  2.784565017053917e-60  2.9266029964732816e-65  2.5124355426333955e-70 
0.11 73.05408562912969 45.79406851367455  20.70382597640221  6.4839180501512255  0.06992963536653801  0.002341315263805795  2.1361826319631203e-06  2.0874817588464945e-09  1.2352074766999126e-12  4.500987950992626e-16  1.0535099970675776e-19  1.6487218652609804e-23  1.7864532906680036e-27  1.3809186676148142e-31  7.813373465792476e-36  3.30864462086606e-40  1.0690636973615288e-44  2.6808356436250685e-49  5.296198084707383e-54  8.353739257161192e-59  1.0646510382145287e-63  1.1081837751997398e-68 
0.12000000000000001 75.41129728833108 51.13068065280049  16.457679407773732  7.715037577372325  0.10337161182540848  0.004523350496257272  4.6825958014062025e-06  5.4632097623997605e-09  3.865940358875269e-12  1.6838825405433694e-15  4.707921711012921e-19  8.795252161769131e-23  1.1370304853965724e-26  1.0481890799598836e-30  7.070457849254516e-35  3.568374654814256e-39  1.3738235457459443e-43  4.1040955741082324e-48  9.657349062361736e-53  1.814088957963152e-57  2.753057917693446e-62  3.4119606476960726e-67 
0.13 77.56463441560832 55.9124135119345  12.59007162953168  8.906848405314987  0.146967212375883  0.00832402599132221  9.617219802666019e-06  1.3229076275269432e-08  1.105629876389295e-11  5.685196008928919e-15  1.875164408461391e-18  4.130053803010604e-22  6.291333736777762e-26  6.830963236651111e-30  5.425069745198771e-34  3.222667879158086e-38  1.460015132896199e-42  5.131409145941347e-47  1.420349723857238e-51  3.1379840130040317e-56  5.6002570322655295e-61  8.161128336955254e-66 
0.14 79.5609088207003 60.147450097473964  9.198835247289583  9.998741660101517  0.20119009240384025  0.014673128211928607  1.856548462331228e-05  2.9705913734122036e-08  2.8935024829520738e-11  1.7333714412546186e-14  6.6561918891566636e-18  1.7057233034380067e-21  3.021556480604365e-25  3.8134250077451395e-29  3.519076437873075e-33  2.4282961669562688e-37  1.277617292293794e-41  5.213739991328171e-46  1.6753407714999438e-50  4.296261554659461e-55  8.898690023641056e-60  1.5048730713320678e-64 
0.15000000000000002 81.45674074582797 63.86255071468916  6.341182453208243  10.960868373399663  0.2671131123719802  0.02499194555536772  3.40837517236349e-05  6.27812368278237e-08  7.054517254105633e-11  4.8734834761547e-14  2.156710439362824e-17  6.3653239417142935e-21  1.2979484556700821e-24  1.8848052936499321e-28  2.0005473692793792e-32  1.587313657663748e-36  9.600569322850655e-41  4.50290005425873e-45  1.6627171767947115e-49  4.8990850138937507e-54  1.1657494338284242e-58  2.2645772825605905e-63 
0.16 83.26820045906521 67.08546276679147  4.034797252125636  11.761533966917284  0.3449890939271373  0.041357422594602566  5.983089067166472e-05  1.2565692278755155e-07  1.6135715964744437e-10  1.2734802942839835e-13  6.434246738680397e-17  2.166759279610871e-20  5.038511765584304e-24  8.340199238844724e-28  1.0087149984654861e-31  9.117260197563768e-36  6.280218858212309e-40  3.3539608455648606e-44  1.4099300777550165e-48  4.728729795953001e-53  1.2806515248116443e-57  2.8311473552093246e-62 
0.17 85.01857192947854 69.85079695521387  2.2739827570458946  12.390940314173747  0.4358252614749076  0.06692507592291021  0.00010132433126570719  2.409644282955495e-07  3.512132723241958e-10  3.145349453994843e-13  1.8021515352209324e-16  6.877824422856795e-20  1.8115812374333055e-23  3.39512144018549e-27  4.647435106069874e-31  4.752758226868175e-35  3.7032709512991476e-39  2.2367042248481607e-43  1.0631943487261855e-47  4.031439207034001e-52  1.2342193537041731e-56  3.0840569894765185e-61 
0.18 86.70856964983786 72.18952190707735  1.0369778903714524  12.836024337103362  0.5395440772764973  0.10633487309657322  0.0001661196969072568  4.444842381339619e-07  7.307488424265735e-10  7.379904821568838e-13  4.765229630616282e-16  2.0482550300635315e-19  6.072928453300162e-23  1.2805888085997993e-26  1.9716182497953306e-30  2.267146086907657e-34  1.9857986837152543e-38  1.3479810622112013e-42  7.200078761234671e-47  3.067392918863166e-51  1.054947949259776e-55  2.9610297263201e-60 
0.19 88.32461108969055 74.12914235093994  0.29322470829414454  13.08179656959173  0.6538819471920483  0.16630135164418702  0.00026337398615282207  7.865932808040427e-07  1.4474220598753923e-09  1.6357877847215633e-12  1.1812639449247124e-15  5.675063326376409e-19  1.879662467500752e-22  4.4258442051229423e-26  7.606016061630791e-30  9.759616363426835e-34  9.536746886385331e-38  7.22056592724426e-42  4.301023697915053e-46  2.0430887612884207e-50  7.833888883994576e-55  2.451153747395598e-59 
0.2 89.8903428292447 75.70399557801841  0.006174420214982717  13.143304595148338  0.7790860099902348  0.2573742713523082  0.00040660380158325795  1.347954120867532e-06  2.7612541417364188e-09  3.4734101104892147e-12  2.7902094789163174e-15  1.4902517224230705e-18  5.484531975613387e-22  1.434286810901082e-25  2.7366552108202786e-29  3.897524765519518e-33  4.226123390424322e-37  3.5498429545360583e-41  2.3454712385388007e-45  1.2356677085686465e-49  5.254037130645802e-54  1.8228050345891073e-58 
0.21000000000000002 91.43436243500463 76.94610881335886  0.13689947250135356  13.038654334356286  0.9159563869056916  0.39612619955271744  0.0006149676597661543  2.255535569034765e-06  5.127229711730773e-09  7.156054995829766e-12  6.374370566770252e-15  3.772919565345918e-18  1.5379502969887797e-21  4.45275531462662e-25  9.402474526769309e-29  1.481519785133295e-32  1.7768351296336653e-36  1.6504733765260073e-40  1.2057200913745246e-44  7.022138304689561e-49  3.3003189643769197e-53  1.2654636296418382e-57 
0.22 92.95358341918708 77.87753160120288  0.64536469761273  12.76395682070331  1.0584696266562001  0.6073510805864589  0.0009059324943883991  3.6507691886815044e-06  9.147850974443976e-09  1.4072721024902395e-11  1.3809093327183827e-14  8.998547241897883e-18  4.036249919900213e-21  1.285332873600858e-24  2.984165149752332e-28  5.168353264850527e-32  6.811584237528843e-36  6.9514550916705996e-40  5.578327972995153e-44  3.5682304008105636e-48  1.841663642264143e-52  7.754030425991606e-57 
0.23 94.50717424450737 78.5278325257648  1.4920054969167582  12.346506613046886  1.2064750672814966  0.9330414649003533  0.001307299544389812  5.761184855643608e-06  1.5841055561964016e-08  2.6740242211782442e-11  2.8776428696944686e-14  2.055301506261329e-17  1.009923224106015e-20  3.5216347493373286e-24  8.949802490180878e-28  1.6961929018247056e-31  2.445660316183209e-35  2.72997595368552e-39  2.3957779121883244e-43  1.6756780036068726e-47  9.455580786287331e-52  4.352094004835652e-56 
0.24000000000000002 96.18292056403934 78.92380379510332  2.639565295848524  11.812014054183969  1.3605210158882013  1.4451501343976758  0.0018573138658661461  8.927830603722257e-06  2.6871449885013587e-08  4.965247396908198e-11  5.845801646795694e-14  4.565192158631691e-17  2.4514380902607112e-20  9.337574032673624e-24  2.5912008440643343e-27  5.36079061086045e-31  8.435408671409057e-35  1.0273858515923146e-38  9.835782505488214e-43  7.50369264782238e-47  4.6178388856423636e-51  2.3177505304824438e-55 
0.25 98.0991983505957 79.0864119091821  4.051132935820466  11.173968045355286  1.5155389798563403  2.269540964978292  0.002591939684557879  1.3531230627028222e-05  4.439846801316142e-08  8.943729438981417e-11  1.147343846784654e-13  9.757290620748886e-17  5.702785726922588e-20  2.363229726443793e-23  7.132151636619346e-27  1.6042234647905275e-30  2.7437826163495104e-34  3.6315628119455856e-38  3.777535242543038e-42  3.1307551377455163e-46  2.0928185033078468e-50  1.1408543383880118e-54 
0.26 100.51465518547698 79.0388667165039  5.693865336277175  10.45780587979938  1.6721421143766788  3.6483856250323625  0.0035692503101255975  2.0190949073185643e-05  7.20701217966245e-08  1.5794378424276113e-10  2.2031648686111433e-13  2.036102607035309e-16  1.2925498418229803e-19  5.815180093393763e-23  1.9046453965087942e-26  4.647950169492615e-30  8.622603989377651e-34  1.2376038999903934e-37  1.3957828003087514e-41  1.2540454883215597e-45  9.086442869488078e-50  5.368362429397716e-54 
0.27 103.9163387339262 78.79976278185194  7.534636966316172  9.678874001753154  1.8246369684048058  6.073559683810481  0.004838675277545967  2.954196277829017e-05  1.142774656667359e-07  2.714437438263152e-10  4.1018289860460087e-13  4.1042682504754876e-16  2.8194531531898144e-19  1.372055386667542e-22  4.859084663236683e-26  1.281744829568255e-29  2.5696168607034614e-33  3.984826311096274e-37  4.854738192440145e-41  4.711027895571851e-45  3.6863316796082355e-49  2.3517544926946473e-53 
0.28 109.4351198240237 78.38809213795771  9.543712484033955  8.85727220659905  1.9703284338704143  10.669207500303228  0.006464450072591418  4.2433486562144225e-05  1.7724476033551208e-07  4.546794200619594e-10  7.416606625849223e-13  8.006133850932373e-16  5.930493089106939e-19  3.1106294859176553e-22  1.1869289198569375e-25  3.3723669067490984e-29  7.280409950966478e-33  1.2155140737175247e-36  1.5940530572694045e-40  1.6648450555639307e-44  1.401903119872121e-48  9.623499450463157e-53 
0.29000000000000004 120.05679833349704 77.82212561774261  11.695781844849696  8.01368874325866  2.1103334759012364  20.406262975416702  0.008545211537693212  6.019301408602734e-05  2.7102544370391185e-07  7.495933467430833e-10  1.3176561014661203e-12  1.5319784666500027e-15  1.2216062378927538e-18  6.894602029640516e-22  2.8297430312846545e-25  8.645419279102788e-29  2.0064376162151695e-32  3.6004431590587716e-36  5.073958924719485e-40  5.693771527721921e-44  5.1507406181399685e-48  3.7980567106447474e-52 
0.30000000000000004 145.4128687778835 77.11710335789648  13.964043130703526  7.162102673231118  2.238791720096595  44.91959294039941  0.011150563403898485  8.398469641792073e-05  4.062463977219815e-07  1.2073552022380238e-09  2.2795142807162986e-12  2.845021636766235e-15  2.4340992296610265e-18  1.4733406359434841e-21  6.482926368566028e-25  2.1228030234034317e-28  5.278857706602238e-32  1.0147747983928502e-35  1.531733278366575e-39  1.840744015240635e-43  1.7830533405459965e-47  1.4076973354980672e-51 
0.31 228.33828177420767 76.28845409445114  16.327864363481304  6.319002809381196  2.3573146035589976  127.0311132656038  0.0144161307497645  0.00011590367102284846  6.013888134292973e-07  1.9177432975496704e-09  3.883219996264631e-12  5.195066269946715e-15  4.7618935175601055e-18  3.0866792430579247e-21  1.4539444260543655e-24  5.094981518037706e-28  1.3555600368929596e-31  2.7874166665673785e-35  4.49977496375919e-39  5.782428141397543e-43  5.9887164199705e-47  5.0545500672116465e-51 
0.32 603.6208588242615 75.34967199096694  18.76666872739958  5.496869744108653  2.4640817090870626  501.5249317258601  0.01847574014822726  0.0001583038542460133  8.798240233980983e-07  3.0061822458409205e-09  6.519436264427182e-12  9.336068664906638e-15  9.155589734443189e-18  6.346601746921957e-21  3.1958060529492668e-24  1.196807550667131e-27  3.402027703341896e-31  7.472478369647434e-35  1.2883035633751116e-38  1.767808277672285e-42  1.9547839425544476e-46  1.7613196598370473e-50 
0.33 610.0952189295604 74.31309406207748  21.2595559969938  4.706383219538233  2.553758061709665  507.2387929203286  0.023420253860991277  0.0002131454659768341  1.2649580386581848e-06  4.616888545329878e-09  1.0690923599185013e-11  1.633832241123824e-14  1.709035274026845e-17  1.263106729833034e-20  6.778847377520934e-24  2.704860677496139e-27  8.190184725765376e-31  1.9158593420054334e-34  3.5170819997678774e-38  5.138054633039207e-42  6.04790676359683e-46  5.800142021355888e-50 
0.33999999999999997 271.3490974526162 73.19059037217046  23.79179249000995  3.9580208804021195  2.628743457368638  167.75020341930832  0.029460657928237863  0.0002843686118267276  1.7997910179975802e-06  7.008285695238425e-09  1.730676664057538e-11  2.8191228585418746e-14  3.141560676383729e-17  2.4724856360966896e-20  1.412504874202608e-23  5.997724059085783e-27  1.932109083598485e-30  4.807338103001e-34  9.385294809362091e-38  1.4578795535283683e-41  1.8244346702806065e-45  1.8599998559519657e-49 
0.35 183.19290304918673 71.9927596868276  26.34606748668673  3.25991463973951  2.684400127898643  78.8726878343901  0.03669625500489871  0.00037448795552457305  2.520216702692764e-06  1.0439560972226531e-08  2.741390760031542e-11  4.7459867029004603e-14  5.618261115676117e-17  4.695148135406302e-20  2.8471390581935366e-23  1.282856497031005e-26  4.384167352106061e-30  1.156997824063413e-33  2.3953608833781243e-37  3.945247180201207e-41  5.234248053171506e-45  5.6567107802317866e-49 
0.36 152.14259567471802 70.7295036789119  28.91084541802372  2.6190878593163722  2.7236430933022553  47.11362304466397  0.04539989652992598  0.0004891721199896783  3.496416753255239e-06  1.5390129226758683e-08  4.2927974283624904e-11  7.89003418455727e-14  9.911122952610969e-17  8.785221505793901e-20  5.648555941188848e-23  2.6977433030300403e-26  9.769973056089854e-30  2.7316812504263905e-33  5.9907554712337404e-37  1.0450370103489007e-40  1.4682561009022067e-44  1.6801678968380283e-48 
0.37 138.01285400950863 69.40980409312009  31.473819054953797  2.041015787333659  2.74594804662078  32.28582144361768  0.055806712454561064  0.0006340408814678382  4.807995270384741e-06  2.2464698436404413e-08  6.648995919739544e-11  1.2960631748183282e-13  1.7257852830571906e-16  1.62086180369541e-19  1.1038287738951558e-22  5.582171322559325e-26  2.1400453960445754e-29  6.332763885875288e-33  1.4696015585453254e-36  2.712297630714766e-40  4.0312317893337696e-44  4.8794347364288606e-48 
0.38 130.52080380972052 68.04192951959547  34.02396655565982  1.530084261790646  2.7510469039937764  24.104775246344538  0.06817898530445277  0.000815748546262729  6.55590087545122e-06  3.2482547997580505e-08  1.0191359925920498e-10  2.10476726734523e-13  2.967911633417643e-16  2.9505854782098888e-19  2.1261914617556758e-22  1.1373872621110855e-25  4.611269130944333e-29  1.4427420226134313e-32  3.539265424916724e-36  6.904006868901166e-40  1.0844111433669623e-43  1.386973285161458e-47 
0.39 126.16086651569509 66.63354315235291  36.55003375250489  1.0899731371663643  2.735984057898267  19.067664700955884  0.08262085794663716  0.0010379934258189782  8.817088057890136e-06  4.6202656103902e-08  1.5325903170207095e-10  3.3446886471301196e-13  4.981375773813629e-16  5.2284024457821275e-19  3.9762124872763717e-22  2.244145731545226e-25  9.596854576677505e-29  3.166435296775891e-32  8.190126412925532e-36  1.6842553942195398e-39  2.7885167652111834e-43  3.7589895000240583e-47 
0.4 123.47704760552723 65.19154131415829  39.04511563860618  0.7228286076200113  2.7043103103488333  15.71235056724492  0.09957726920047166  0.001312064294619956  1.176866233062547e-05  6.516273172701943e-08  2.2832183576800633e-10  5.260750942264068e-13  8.268003206041483e-16  9.153653389224716e-19  7.340270401882495e-22  4.366953878427563e-25  1.9680261588962172e-28  6.84154015718531e-32  1.8641312356846182e-35  4.037657972849567e-39  7.0400101554542804e-43  9.993100992973523e-47 
0.41000000000000003 121.77585858692737 63.72229534560696  41.50154670716017  0.4302425064576275  2.6565268955188928  13.344193100986379  0.11939033977632667  0.0016480052953955218  1.559462846073885e-05  9.115922898150104e-08  3.3710623462847055e-10  8.193471147051608e-13  1.3577191936409396e-15  1.5841886740148123e-18  1.3383494268767192e-21  8.385870317192385e-25  3.9792468971685226e-28  1.4562316173496402e-31  4.1761894178676063e-35  9.519032470287022e-39  1.7463783179719984e-42  2.6080583240001898e-46 
0.42000000000000004 120.69343266687054 62.231634421740004  43.91177356039454  0.2132705956885614  2.590975495364697  11.601567714366952  0.14214065189750857  0.0020496914639204994  2.040982508458717e-05  1.2563888918644307e-07  4.891260148422359e-10  1.2509510907568848e-12  2.1801864577171047e-15  2.6743611095905406e-18  2.3744212859080455e-21  1.5630823225410182e-24  7.790606341272932e-28  2.99395985179745e-31  9.014953004748076e-35  2.1571385753275832e-38  4.154026031586005e-42  6.510964579194258e-46 
0.43000000000000005 120.01897198157634 60.72487140533899  46.27176465756192  0.07173051988611892  2.5134986798031744  10.265753848117985  0.16878188182406192  0.00254413504312653  2.668017937503528e-05  1.7310953764165507e-07  7.101369619351446e-10  1.9128099111821136e-12  3.50932103385463e-15  4.5296009660474795e-18  4.230075789639944e-21  2.9281133431131204e-24  1.5341915793724017e-27  6.196708824404714e-31  1.9606701220768243e-34  4.929198039751479e-38  9.971619717068517e-42  1.641683303666186e-45 
0.44000000000000006 119.63016075476466 59.20681428805623  48.57501694404829  0.005577211274814539  2.4206328791945015  9.219838758174056  0.19911712679005242  0.0031288401188759403  3.447092671808614e-05  2.3516417718387326e-07  1.0140558886534838e-09  2.869801455641282e-12  5.52911796939859e-15  7.491385795087162e-18  7.341143862476527e-21  5.330714397684162e-24  2.9291974320235293e-27  1.240533943019136e-30  4.114830159958084e-34  1.084317629603342e-37  2.2989076089026813e-41  3.9661705800163945e-45 
