Iteracao,Energia
0,-0.6368
1,-0.8832
2,-0.9552
3,-1.0896
4,-1.1264
5,-1.136
6,-1.2288
7,-1.2464
8,-1.2752
9,-1.2816
10,-1.2752
11,-1.2992
12,-1.2672
13,-1.2576
14,-1.3264
15,-1.3472
16,-1.3472
17,-1.3744
18,-1.3664
19,-1.4112
20,-1.3808
21,-1.4064
22,-1.4304
23,-1.3968
24,-1.3936
25,-1.4336
26,-1.4416
27,-1.472
28,-1.448
29,-1.4656
30,-1.4512
31,-1.4416
32,-1.4016
33,-1.4544
34,-1.4368
35,-1.448
36,-1.4256
37,-1.3872
38,-1.4288
39,-1.4288
40,-1.4144
41,-1.416
42,-1.4128
43,-1.3792
44,-1.4
45,-1.4512
46,-1.4544
47,-1.4896
48,-1.4592
49,-1.488
50,-1.4624
51,-1.4832
52,-1.456
53,-1.4752
54,-1.4944
55,-1.472
56,-1.512
57,-1.5376
58,-1.5104
59,-1.4864
60,-1.5152
61,-1.5392
62,-1.5152
63,-1.496
64,-1.496
65,-1.4832
66,-1.4928
67,-1.4784
68,-1.5072
69,-1.464
70,-1.4448
71,-1.4256
72,-1.4352
73,-1.4864
74,-1.4848
75,-1.5008
76,-1.5296
77,-1.5008
78,-1.5024
79,-1.5152
80,-1.504
81,-1.5024
82,-1.48
83,-1.504
84,-1.4848
85,-1.456
86,-1.4672
87,-1.528
88,-1.5312
89,-1.5248
90,-1.5376
91,-1.5232
92,-1.5216
93,-1.5248
94,-1.552
95,-1.5232
96,-1.4896
97,-1.5024
98,-1.52
99,-1.5408
100,-1.5504
101,-1.5312
102,-1.5152
103,-1.5728
104,-1.5088
105,-1.5456
106,-1.5312
107,-1.5056
108,-1.5056
109,-1.5168
110,-1.496
111,-1.4672
112,-1.4992
113,-1.496
114,-1.4864
115,-1.5136
116,-1.5104
117,-1.5056
118,-1.4784
119,-1.4432
120,-1.4624
121,-1.4736
122,-1.4976
123,-1.5008
124,-1.4928
125,-1.4976
126,-1.4944
127,-1.4928
128,-1.4592
129,-1.4432
130,-1.4608
131,-1.4832
132,-1.4608
133,-1.4608
134,-1.464
135,-1.4608
136,-1.4496
137,-1.4768
138,-1.5056
139,-1.4912
140,-1.4544
141,-1.4176
142,-1.4448
143,-1.4368
144,-1.4624
145,-1.512
146,-1.4832
147,-1.464
148,-1.5056
149,-1.5504
150,-1.6144
151,-1.5264
152,-1.5152
153,-1.512
154,-1.5328
155,-1.5616
156,-1.5536
157,-1.568
158,-1.544
159,-1.5296
160,-1.5552
161,-1.5424
162,-1.5648
163,-1.5344
