Iteracao,Magnetizacao
0,0.0152
1,0.0008
2,0.0112
3,0.0504
4,0.0552
5,0.0376
6,-0.0008
7,-0.0208
8,-0.0288
9,-0.0504
10,-0.0504
11,-0.0544
12,-0.068
13,-0.096
14,-0.12
15,-0.1376
16,-0.1304
17,-0.1232
18,-0.096
19,-0.0664
20,-0.052
21,-0.088
22,-0.0648
23,-0.0672
24,-0.0472
25,-0.0408
26,-0.028
27,-0.0072
28,0.0
29,-0.0144
30,-0.0048
31,-0.0072
32,0.0048
33,-0.028
34,-0.0472
35,-0.0424
36,-0.0488
37,-0.0664
38,-0.0928
39,-0.1
40,-0.104
41,-0.0632
42,-0.064
43,-0.0576
44,-0.0984
45,-0.0952
46,-0.1136
47,-0.1096
48,-0.0768
49,-0.1024
50,-0.1088
51,-0.1272
52,-0.136
53,-0.14
54,-0.1184
55,-0.14
56,-0.1176
57,-0.1408
58,-0.1408
59,-0.1272
60,-0.1168
61,-0.1296
62,-0.1152
63,-0.1248
64,-0.1568
65,-0.1496
66,-0.1712
67,-0.1736
68,-0.1528
69,-0.1352
70,-0.0912
71,-0.112
72,-0.1128
73,-0.1168
74,-0.1392
75,-0.1344
76,-0.1432
77,-0.132
78,-0.1424
79,-0.152
80,-0.1664
81,-0.1648
82,-0.1504
83,-0.1616
84,-0.1768
85,-0.1728
86,-0.1512
87,-0.1704
88,-0.1696
89,-0.1776
90,-0.1912
91,-0.1904
92,-0.176
93,-0.1736
94,-0.1712
95,-0.1768
96,-0.1824
97,-0.2
98,-0.1824
99,-0.1952
100,-0.216
101,-0.192
102,-0.1824
103,-0.1928
104,-0.1864
105,-0.1672
106,-0.1632
107,-0.152
108,-0.1544
109,-0.1568
110,-0.1392
111,-0.1632
112,-0.1824
113,-0.18
114,-0.1592
115,-0.1392
116,-0.1552
117,-0.1424
118,-0.14
119,-0.1384
120,-0.1192
121,-0.1192
122,-0.1376
123,-0.1336
124,-0.1352
125,-0.1616
126,-0.144
127,-0.1376
128,-0.1208
129,-0.1144
130,-0.1344
131,-0.1496
132,-0.1712
133,-0.188
134,-0.1584
135,-0.1376
136,-0.148
137,-0.1488
138,-0.1824
139,-0.1928
140,-0.2192
141,-0.2536
142,-0.2784
143,-0.2944
144,-0.3112
145,-0.3064
146,-0.304
147,-0.3056
148,-0.32
149,-0.3392
150,-0.3472
151,-0.3328
152,-0.3448
153,-0.3664
154,-0.3352
155,-0.3296
156,-0.3496
157,-0.3688
158,-0.3472
159,-0.3472
160,-0.3568
161,-0.3696
162,-0.396
163,-0.4184
164,-0.4112
165,-0.4048
166,-0.432
167,-0.4232
168,-0.4384
169,-0.432
170,-0.428
171,-0.4272
172,-0.4224
173,-0.4288
174,-0.4336
175,-0.4384
176,-0.4408
177,-0.4248
178,-0.4272
179,-0.4416
180,-0.448
181,-0.468
182,-0.4656
183,-0.4896
184,-0.4848
185,-0.4664
186,-0.4632
187,-0.4704
188,-0.5064
189,-0.5
190,-0.4984
191,-0.5
192,-0.4784
193,-0.4968
194,-0.4992
195,-0.5064
196,-0.5128
197,-0.5264
198,-0.508
199,-0.5136
200,-0.5112
201,-0.5024
202,-0.5072
203,-0.5256
204,-0.5424
205,-0.5208
206,-0.5176
207,-0.5288
208,-0.5392
209,-0.532
210,-0.5408
211,-0.5384
212,-0.5496
213,-0.5592
214,-0.5472
215,-0.5376
216,-0.5288
217,-0.5256
218,-0.5376
219,-0.5248
220,-0.5288
221,-0.5456
222,-0.5544
223,-0.5296
224,-0.5168
225,-0.5152
226,-0.5088
227,-0.5144
228,-0.5392
229,-0.536
230,-0.528
231,-0.5144
232,-0.536
233,-0.5384
234,-0.5608
235,-0.5688
236,-0.5736
237,-0.56
238,-0.5272
239,-0.5232
240,-0.5184
241,-0.5128
242,-0.512
243,-0.5328
244,-0.5232
245,-0.492
246,-0.5096
247,-0.508
248,-0.5056
249,-0.508
250,-0.512
