Iteracao,Magnetizacao
0,-0.0424
1,-0.0392
2,-0.0576
3,-0.0848
4,-0.0904
5,-0.0944
6,-0.0608
7,-0.0432
8,-0.032
9,-0.0488
10,-0.056
11,-0.1
12,-0.1032
13,-0.1328
14,-0.1536
15,-0.1496
16,-0.1432
17,-0.1592
18,-0.1712
19,-0.184
20,-0.188
21,-0.216
22,-0.1928
23,-0.2104
24,-0.2216
25,-0.2328
26,-0.256
27,-0.2656
28,-0.2808
29,-0.2888
30,-0.2752
31,-0.2832
32,-0.276
33,-0.2624
34,-0.2272
35,-0.2288
36,-0.2368
37,-0.2488
38,-0.236
39,-0.2672
40,-0.2744
41,-0.2344
42,-0.2408
43,-0.228
44,-0.2448
45,-0.2616
46,-0.2632
47,-0.2624
48,-0.2368
49,-0.2224
50,-0.2224
51,-0.2184
52,-0.216
53,-0.2152
54,-0.2256
55,-0.196
56,-0.22
57,-0.2328
58,-0.252
59,-0.2512
60,-0.2328
61,-0.2472
62,-0.248
63,-0.2456
64,-0.2512
65,-0.2448
66,-0.24
67,-0.2304
68,-0.2264
69,-0.2352
70,-0.2336
71,-0.2272
72,-0.236
73,-0.2456
74,-0.2544
75,-0.252
76,-0.244
77,-0.2528
78,-0.26
79,-0.2544
80,-0.252
81,-0.2528
82,-0.256
83,-0.2432
84,-0.2624
85,-0.2848
86,-0.2712
87,-0.2848
88,-0.2664
89,-0.272
90,-0.276
91,-0.264
92,-0.2568
93,-0.2712
94,-0.2552
95,-0.2728
96,-0.2856
97,-0.2904
98,-0.2712
99,-0.2656
100,-0.236
101,-0.2344
102,-0.228
103,-0.2264
104,-0.2448
105,-0.2344
106,-0.2064
107,-0.2272
108,-0.2416
109,-0.244
110,-0.2616
111,-0.2632
112,-0.2584
113,-0.2688
114,-0.2624
115,-0.2608
116,-0.2672
117,-0.2808
118,-0.3016
119,-0.3064
120,-0.3168
121,-0.3104
122,-0.3192
123,-0.304
124,-0.2992
125,-0.3184
126,-0.3304
127,-0.332
128,-0.3352
129,-0.3504
130,-0.3568
131,-0.3624
132,-0.3744
133,-0.3864
134,-0.3744
135,-0.3696
136,-0.3656
137,-0.3552
138,-0.3576
139,-0.3544
140,-0.372
141,-0.3896
142,-0.396
143,-0.3904
144,-0.3872
145,-0.376
146,-0.3672
147,-0.3808
148,-0.3928
149,-0.4024
150,-0.388
151,-0.3792
152,-0.38
153,-0.3712
154,-0.3744
155,-0.3656
156,-0.3736
157,-0.3792
158,-0.4056
159,-0.3856
160,-0.38
161,-0.3656
162,-0.3448
163,-0.3304
164,-0.34
165,-0.336
166,-0.3328
167,-0.3272
168,-0.3296
169,-0.3168
170,-0.3336
171,-0.3496
172,-0.352
173,-0.348
174,-0.3656
175,-0.3664
176,-0.3504
177,-0.3568
178,-0.3704
179,-0.3448
180,-0.3608
181,-0.3672
182,-0.3784
183,-0.3808
184,-0.3776
185,-0.3816
186,-0.4056
187,-0.4008
188,-0.392
189,-0.3936
190,-0.4184
191,-0.404
192,-0.424
193,-0.428
194,-0.4328
195,-0.4376
196,-0.4432
197,-0.4408
198,-0.4288
199,-0.4424
200,-0.4528
201,-0.4536
202,-0.4856
203,-0.4792
204,-0.4696
205,-0.4792
206,-0.4856
207,-0.5152
208,-0.504
209,-0.5
210,-0.4944
211,-0.5136
212,-0.5056
213,-0.4976
214,-0.496
215,-0.5008
216,-0.504
217,-0.5008
218,-0.5184
219,-0.52
220,-0.5432
221,-0.5568
222,-0.5728
223,-0.5776
224,-0.572
225,-0.5824
226,-0.592
227,-0.5968
228,-0.6
229,-0.6016
230,-0.6088
231,-0.5912
232,-0.5976
233,-0.5984
234,-0.5832
235,-0.5896
236,-0.588
237,-0.5984
238,-0.6112
239,-0.612
240,-0.6192
241,-0.6176
242,-0.612
243,-0.6224
244,-0.6184
245,-0.6224
246,-0.62
247,-0.6168
248,-0.612
249,-0.6096
250,-0.5984
251,-0.604
252,-0.5872
253,-0.5944
254,-0.6056
255,-0.6216
256,-0.6352
257,-0.6376
258,-0.636
259,-0.6464
260,-0.6392
261,-0.6488
262,-0.6536
263,-0.6528
264,-0.644
265,-0.6504
266,-0.6432
267,-0.6392
268,-0.6256
269,-0.6344
270,-0.6416
271,-0.6232
272,-0.6312
273,-0.6296
274,-0.6272
275,-0.6032
276,-0.6032
277,-0.6032
278,-0.5992
279,-0.6048
280,-0.6256
281,-0.6288
282,-0.6192
283,-0.62
284,-0.6128
285,-0.6208
286,-0.6216
287,-0.6192
288,-0.632
289,-0.6336
290,-0.644
291,-0.6528
292,-0.6464
293,-0.6544
294,-0.668
295,-0.6768
296,-0.6592
297,-0.6344
298,-0.6296
299,-0.6272
300,-0.6256
301,-0.6176
302,-0.6184
303,-0.628
304,-0.6304
305,-0.636
306,-0.6344
307,-0.624
308,-0.6264
309,-0.6368
310,-0.648
311,-0.6432
312,-0.6456
313,-0.6472
314,-0.6248
315,-0.6192
316,-0.612
317,-0.624
318,-0.6192
319,-0.628
320,-0.6304
321,-0.628
322,-0.6288
323,-0.6336
324,-0.644
325,-0.6368
326,-0.6216
327,-0.6264
328,-0.6472
329,-0.648
330,-0.628
331,-0.624
332,-0.6216
333,-0.6352
334,-0.6328
335,-0.6368
336,-0.6184
337,-0.6376
338,-0.6504
339,-0.6544
340,-0.6608
341,-0.652
342,-0.6496
343,-0.664
344,-0.6792
345,-0.6952
346,-0.6992
347,-0.7128
348,-0.7232
349,-0.7176
350,-0.7008
351,-0.708
352,-0.7048
353,-0.7272
354,-0.7216
355,-0.7248
356,-0.7368
357,-0.7312
358,-0.74
359,-0.7256
360,-0.7448
361,-0.7288
362,-0.7368
363,-0.7328
364,-0.7336
365,-0.736
366,-0.7296
367,-0.7336
368,-0.7224
369,-0.7232
370,-0.7216
371,-0.7064
372,-0.7008
373,-0.6984
374,-0.7104
375,-0.724
376,-0.732
377,-0.728
378,-0.7344
379,-0.7336
380,-0.7384
381,-0.7296
382,-0.7144
383,-0.736
384,-0.7464
385,-0.7464
386,-0.7416
387,-0.7536
388,-0.7512
389,-0.756
390,-0.7568
391,-0.7672
392,-0.7624
393,-0.7496
394,-0.7616
395,-0.7584
396,-0.7536
397,-0.7544
398,-0.7768
399,-0.7824
400,-0.7512
401,-0.7496
402,-0.7576
403,-0.7576
404,-0.7784
405,-0.7736
406,-0.7584
407,-0.7656
408,-0.7592
409,-0.7688
410,-0.7704
411,-0.7592
412,-0.7568
413,-0.7792
414,-0.7608
415,-0.7736
416,-0.7672
417,-0.7568
418,-0.7632
419,-0.7624
420,-0.7456
421,-0.7456
422,-0.7248
423,-0.732
424,-0.7392
425,-0.7232
426,-0.7392
427,-0.7504
428,-0.7464
429,-0.748
430,-0.7488
431,-0.7392
432,-0.7456
433,-0.748
434,-0.7688
435,-0.7864
436,-0.7976
437,-0.8
438,-0.7936
439,-0.7888
440,-0.7744
441,-0.7792
442,-0.7816
443,-0.7872
444,-0.7944
445,-0.8
446,-0.8128
447,-0.8184
448,-0.8168
449,-0.8224
450,-0.8392
451,-0.8416
452,-0.8296
453,-0.8448
454,-0.8448
455,-0.8552
456,-0.8568
457,-0.8712
458,-0.8688
459,-0.8664
460,-0.872
461,-0.86
462,-0.8504
463,-0.8456
464,-0.8584
465,-0.852
466,-0.852
467,-0.8504
468,-0.8376
469,-0.8392
470,-0.844
471,-0.8352
472,-0.8264
473,-0.8232
474,-0.828
475,-0.82
476,-0.8248
477,-0.8184
478,-0.8144
479,-0.808
480,-0.7992
481,-0.796
482,-0.7952
483,-0.7976
484,-0.7944
485,-0.816
486,-0.8176
487,-0.8336
488,-0.8224
489,-0.8296
490,-0.8288
491,-0.8136
492,-0.8
493,-0.8208
494,-0.8448
495,-0.8536
496,-0.8544
497,-0.86
498,-0.8592
499,-0.8552
