Iteracao,Energia
0,-0.7184
1,-0.9184
2,-1.0448
3,-1.1568
4,-1.2272
5,-1.2592
6,-1.2976
7,-1.296
8,-1.3344
9,-1.3696
10,-1.4608
11,-1.4368
12,-1.44
13,-1.432
14,-1.456
15,-1.4272
16,-1.424
17,-1.4368
18,-1.504
19,-1.4864
20,-1.4784
21,-1.4864
22,-1.5104
23,-1.4976
24,-1.4576
25,-1.4864
26,-1.4688
27,-1.5328
28,-1.5232
29,-1.5008
30,-1.5152
31,-1.4688
32,-1.472
33,-1.48
34,-1.4944
35,-1.5072
36,-1.5024
37,-1.4896
38,-1.48
39,-1.5024
40,-1.52
41,-1.5552
42,-1.5424
43,-1.544
44,-1.5856
45,-1.5856
46,-1.5728
47,-1.5872
48,-1.5536
49,-1.5776
50,-1.6032
51,-1.592
52,-1.6048
53,-1.6064
54,-1.6224
55,-1.6144
56,-1.6112
57,-1.6128
58,-1.6048
59,-1.6304
60,-1.64
61,-1.6288
62,-1.592
63,-1.608
64,-1.5968
65,-1.6352
66,-1.6176
67,-1.6128
68,-1.6336
69,-1.6752
70,-1.6816
71,-1.704
72,-1.6912
73,-1.7008
74,-1.6928
75,-1.6672
76,-1.6672
77,-1.6768
78,-1.6688
79,-1.6592
80,-1.6528
81,-1.664
82,-1.6848
83,-1.6928
84,-1.688
85,-1.7136
86,-1.712
87,-1.7088
88,-1.696
89,-1.6816
90,-1.6928
91,-1.6832
92,-1.6912
93,-1.6992
94,-1.6784
95,-1.6912
96,-1.7136
97,-1.7184
98,-1.712
99,-1.6944
100,-1.688
101,-1.6432
102,-1.6352
103,-1.6272
104,-1.64
105,-1.6576
106,-1.7088
107,-1.7072
108,-1.728
109,-1.712
110,-1.6832
111,-1.7248
112,-1.7072
113,-1.6976
114,-1.6816
115,-1.6784
116,-1.72
117,-1.7536
118,-1.7408
119,-1.7536
120,-1.7376
121,-1.72
122,-1.7184
123,-1.7136
124,-1.7152
125,-1.7456
126,-1.7488
127,-1.7456
128,-1.7296
129,-1.7312
130,-1.7088
131,-1.7376
132,-1.7248
133,-1.6704
134,-1.6736
135,-1.6592
136,-1.6896
137,-1.7456
138,-1.7328
139,-1.6912
140,-1.7088
141,-1.7088
142,-1.7264
143,-1.7072
144,-1.7056
145,-1.6912
146,-1.7248
147,-1.7136
148,-1.7248
149,-1.7104
150,-1.7136
151,-1.704
152,-1.7264
153,-1.6944
154,-1.704
155,-1.7056
156,-1.6976
157,-1.752
158,-1.7696
159,-1.7696
160,-1.7552
161,-1.7408
162,-1.7504
163,-1.7216
164,-1.7072
165,-1.72
166,-1.7088
167,-1.7088
168,-1.7248
169,-1.7232
170,-1.7088
171,-1.7152
172,-1.7232
173,-1.7328
174,-1.7456
175,-1.7296
176,-1.7104
177,-1.7264
178,-1.6784
179,-1.6576
180,-1.7088
181,-1.6976
182,-1.7216
183,-1.7024
184,-1.6912
185,-1.7248
186,-1.7184
187,-1.7248
188,-1.7152
