Iteracao,Magnetizacao
0,0.004
1,-0.0472
2,-0.0496
3,-0.0344
4,-0.0464
5,-0.0512
6,-0.06
7,-0.0968
8,-0.0864
9,-0.092
10,-0.1144
11,-0.1248
12,-0.1008
13,-0.1104
14,-0.1264
15,-0.12
16,-0.1048
17,-0.1552
18,-0.1624
19,-0.1752
20,-0.1432
21,-0.14
22,-0.1024
23,-0.1096
24,-0.0992
25,-0.0576
26,-0.0424
27,-0.0256
28,-0.0424
29,-0.0776
30,-0.1208
31,-0.1112
32,-0.112
33,-0.1336
34,-0.0968
35,-0.072
36,-0.0736
37,-0.0552
38,-0.0888
39,-0.0888
40,-0.112
41,-0.1136
42,-0.1216
43,-0.108
44,-0.1128
45,-0.1192
46,-0.1104
47,-0.1088
48,-0.0976
49,-0.096
50,-0.0456
51,-0.0384
52,-0.064
53,-0.0544
54,-0.0896
55,-0.0968
56,-0.0856
57,-0.1
58,-0.0976
59,-0.0896
60,-0.112
61,-0.1008
62,-0.1064
63,-0.096
64,-0.0968
65,-0.104
66,-0.068
67,-0.0904
68,-0.0664
69,-0.112
70,-0.0784
71,-0.1152
72,-0.1424
73,-0.1368
74,-0.176
75,-0.1552
76,-0.1496
77,-0.136
78,-0.1296
79,-0.1544
80,-0.1472
81,-0.1264
82,-0.1544
83,-0.1232
84,-0.1
85,-0.0464
86,-0.0424
87,-0.0544
88,-0.0912
89,-0.0888
90,-0.076
91,-0.088
92,-0.0944
93,-0.0936
94,-0.0952
95,-0.0872
96,-0.0624
97,-0.0704
98,-0.0328
99,-0.0616
100,-0.0776
101,-0.0424
102,-0.056
103,-0.0536
104,-0.0344
105,-0.0272
106,0.0256
107,0.0296
108,0.0176
109,0.0256
110,0.0352
111,0.0184
112,0.0448
113,-0.0008
114,0.024
115,0.0696
116,0.0776
117,0.0456
118,0.0328
119,0.0536
120,0.068
121,0.0904
122,0.0984
123,0.088
124,0.0976
125,0.1168
126,0.0944
127,0.0832
128,0.0672
129,0.0688
130,0.0496
131,0.084
132,0.0736
133,0.0176
134,0.0376
135,0.0496
136,0.0848
137,0.1368
138,0.1464
139,0.124
140,0.1648
141,0.1392
142,0.1816
143,0.1472
144,0.1728
145,0.1616
146,0.1184
147,0.172
148,0.1488
149,0.1128
150,0.1048
151,0.1016
152,0.1224
153,0.1712
154,0.152
155,0.1608
156,0.0728
157,0.0808
158,0.0968
159,0.1264
160,0.108
161,0.1168
162,0.1504
163,0.1384
164,0.132
165,0.116
166,0.0776
167,0.0848
168,0.0792
169,0.0552
170,0.0488
171,0.0728
172,0.0296
