Iteracao,Energia
0,-0.4784
1,-0.536
2,-0.608
3,-0.6304
4,-0.6096
5,-0.624
6,-0.5696
7,-0.568
8,-0.6432
9,-0.6
10,-0.6896
11,-0.592
12,-0.5472
13,-0.5776
14,-0.6
15,-0.5824
16,-0.624
17,-0.6528
18,-0.664
19,-0.632
20,-0.5504
21,-0.5552
22,-0.592
23,-0.6784
24,-0.624
25,-0.6
26,-0.5968
27,-0.5696
28,-0.6208
29,-0.6368
30,-0.5808
31,-0.6
32,-0.6176
33,-0.6496
34,-0.6752
35,-0.624
36,-0.6288
37,-0.6352
38,-0.624
39,-0.6736
40,-0.6384
41,-0.6352
42,-0.5888
43,-0.616
44,-0.6192
45,-0.6016
46,-0.6448
47,-0.6672
48,-0.6976
49,-0.6624
50,-0.6064
51,-0.672
52,-0.6256
53,-0.608
54,-0.6144
55,-0.6048
56,-0.5984
57,-0.5536
58,-0.4944
59,-0.6
60,-0.5888
61,-0.6224
62,-0.5824
63,-0.5792
64,-0.544
65,-0.5632
66,-0.5904
67,-0.608
68,-0.6384
69,-0.6144
70,-0.616
71,-0.6096
72,-0.6192
73,-0.6208
74,-0.6208
75,-0.616
76,-0.5968
77,-0.6096
78,-0.592
79,-0.6096
80,-0.5984
81,-0.6336
82,-0.5904
83,-0.5776
84,-0.6096
85,-0.6288
86,-0.6288
87,-0.6144
88,-0.592
89,-0.5776
90,-0.6112
91,-0.624
92,-0.608
93,-0.5696
94,-0.5792
95,-0.608
96,-0.6368
97,-0.6224
98,-0.6784
99,-0.6576
100,-0.5952
101,-0.6
102,-0.608
103,-0.6464
104,-0.6368
105,-0.6256
106,-0.6176
107,-0.6144
108,-0.648
109,-0.6176
110,-0.5488
111,-0.6064
112,-0.56
113,-0.6672
114,-0.6256
115,-0.5872
116,-0.5936
117,-0.5712
118,-0.584
119,-0.5856
120,-0.5792
121,-0.624
122,-0.5904
123,-0.5696
124,-0.5536
125,-0.5888
126,-0.6208
127,-0.6304
128,-0.6096
129,-0.5616
130,-0.5888
131,-0.624
132,-0.6848
133,-0.648
134,-0.5808
135,-0.592
136,-0.6112
137,-0.6048
138,-0.5984
139,-0.5984
140,-0.5904
141,-0.5408
142,-0.5904
143,-0.6432
144,-0.592
145,-0.5952
146,-0.664
147,-0.6064
148,-0.7056
149,-0.5888
150,-0.6272
151,-0.6544
152,-0.6
153,-0.6128
154,-0.6144
155,-0.6736
156,-0.6
157,-0.6032
158,-0.584
159,-0.624
160,-0.6192
161,-0.6048
162,-0.6176
163,-0.6368
164,-0.6096
165,-0.592
166,-0.5984
167,-0.6224
168,-0.6464
169,-0.5984
170,-0.5568
171,-0.6064
172,-0.6112
173,-0.6464
174,-0.6304
175,-0.656
176,-0.6656
177,-0.6944
178,-0.608
179,-0.6048
180,-0.6144
181,-0.6304
182,-0.6496
183,-0.6272
184,-0.6528
185,-0.592
186,-0.6288
187,-0.608
188,-0.5824
189,-0.6368
190,-0.5936
191,-0.6608
192,-0.6384
193,-0.6608
194,-0.656
195,-0.64
196,-0.6672
197,-0.6496
198,-0.64
199,-0.6832
200,-0.5984
201,-0.5904
202,-0.5808
203,-0.5648
204,-0.5952
205,-0.56
206,-0.5984
207,-0.616
208,-0.5936
209,-0.6096
210,-0.6512
211,-0.6272
212,-0.6832
213,-0.68
214,-0.6608
215,-0.6736
216,-0.664
217,-0.6
218,-0.6384
219,-0.616
220,-0.64
221,-0.6832
222,-0.6368
223,-0.608
224,-0.5936
225,-0.5568
226,-0.5712
227,-0.6064
228,-0.624
229,-0.5568
230,-0.6096
231,-0.632
232,-0.624
233,-0.6
234,-0.6512
235,-0.6352
236,-0.664
237,-0.5632
238,-0.6176
239,-0.6176
240,-0.64
241,-0.7072
242,-0.6656
243,-0.6576
244,-0.6656
245,-0.6656
246,-0.5904
247,-0.6784
248,-0.5888
249,-0.5376
250,-0.5936
251,-0.576
252,-0.5792
253,-0.6192
254,-0.6032
255,-0.6416
256,-0.7008
257,-0.6112
258,-0.616
259,-0.6272
260,-0.6256
261,-0.6608
262,-0.6528
263,-0.6192
264,-0.6432
265,-0.6304
266,-0.6256
267,-0.6144
