Iteracao,Magnetizacao
0,-0.028
1,0.0024
2,-0.0048
3,-0.0112
4,-0.0024
5,-0.0024
6,0.0232
7,0.0392
8,0.028
9,-0.012
10,-0.0448
11,-0.008
12,0.0488
13,0.0616
14,-0.008
15,-0.0144
16,-0.0016
17,-0.0336
18,-0.0112
19,-0.0616
20,-0.0472
21,-0.0016
22,-0.0312
23,-0.0088
24,0.0328
25,0.032
26,0.0472
27,0.1056
28,0.0784
29,0.1136
30,0.0848
31,0.0976
32,0.0848
33,0.0992
34,0.0968
35,0.1232
36,0.1624
37,0.128
38,0.1264
39,0.0912
40,0.0768
41,0.0504
42,0.0816
43,0.0944
44,0.1048
45,0.0952
46,0.0856
47,0.0408
48,0.036
49,0.0744
50,0.0728
51,0.0256
52,0.0216
53,0.0664
54,0.06
55,0.084
56,0.1
57,0.052
58,0.0696
59,0.04
60,0.0208
61,0.016
62,-0.0032
63,0.004
64,-0.0208
65,0.0472
66,0.076
67,0.0912
68,0.1168
69,0.14
70,0.1456
71,0.176
72,0.144
73,0.076
74,0.0344
75,0.0408
76,0.0072
77,-0.0264
78,-0.0448
79,-0.048
80,-0.0384
81,-0.056
82,-0.0416
83,0.0264
84,0.0376
85,0.032
86,0.0048
87,-0.0008
88,-0.0416
89,-0.0768
90,-0.1008
91,-0.0856
92,-0.0864
93,-0.0744
94,-0.068
95,-0.1
96,-0.0896
97,-0.084
98,-0.0768
99,-0.0344
100,0.0216
101,-0.0008
102,0.0528
103,0.076
104,0.0696
105,0.0528
106,0.0792
107,0.0496
108,0.0592
109,0.0144
110,-0.0048
111,-0.04
112,-0.0096
113,0.0
114,0.0048
115,0.0032
116,0.0168
117,0.0304
118,-0.02
119,-0.0328
120,-0.0016
121,0.0472
122,0.0392
123,0.0888
124,0.0776
125,0.0552
126,0.0504
127,0.0976
128,0.0984
129,0.0984
130,0.08
131,0.104
132,0.072
133,0.0696
134,0.032
135,0.0336
136,0.0504
137,0.0496
138,-0.0016
139,-0.0264
140,0.0032
141,0.0416
142,0.0584
143,0.0176
144,-0.0048
145,-0.012
146,0.0192
147,-0.0008
148,-0.0096
149,0.0544
150,0.0456
151,0.1024
152,0.06
153,0.0896
154,0.0424
155,0.0648
156,0.0504
157,0.0544
158,0.0824
159,0.0296
160,0.004
161,-0.0384
162,-0.0128
163,-0.004
164,0.0768
165,0.0448
166,0.0624
167,0.0536
168,0.0768
169,0.072
170,0.0424
171,-0.0176
172,-0.0176
173,-0.0328
174,-0.0024
175,-0.0168
176,-0.0224
177,0.008
178,-0.0176
179,0.0192
180,-0.0112
181,-0.0088
182,0.0288
183,0.0
184,0.0048
185,0.016
186,-0.012
187,-0.0192
188,-0.0368
189,-0.0272
190,-0.0512
191,-0.0688
192,-0.0616
193,-0.0544
194,-0.0512
195,-0.0152
196,0.02
197,0.044
198,0.0528
199,0.0656
200,0.056
201,0.0288
202,0.0328
203,-0.0152
204,-0.0792
205,-0.1104
206,-0.0512
207,-0.0056
208,0.0072
209,-0.0128
210,-0.032
211,-0.0712
212,-0.0816
213,-0.0928
214,-0.0688
215,-0.0376
216,-0.012
217,-0.0496
218,-0.0048
219,-0.0352
220,-0.0128
221,-0.012
222,-0.0792
223,-0.0304
224,-0.088
225,-0.0352
226,-0.028
227,-0.0864
228,-0.0752
229,-0.036
230,-0.0072
231,-0.016
232,0.0008
233,-0.0048
234,-0.032
235,-0.0176
236,-0.0032
237,0.0064
238,0.0464
239,0.0272
240,0.0008
241,-0.0176
242,-0.0088
243,0.0024
244,-0.0128
245,-0.0504
246,-0.0432
247,-0.0416
248,-0.04
249,0.0008
250,-0.0024
251,-0.0096
252,0.0304
253,0.0384
254,0.028
255,0.0144
256,0.0336
257,0.0216
258,0.0136
259,0.0016
260,0.0232
261,0.0136
262,0.06
263,0.0992
264,0.0768
265,0.0352
266,-0.004
267,-0.0256
268,-0.0688
269,-0.0304
270,-0.0248
271,-0.0152
272,-0.02
273,-0.0032
274,-0.0656
275,-0.0496
276,-0.0656
277,0.004
278,0.0416
279,0.04
280,0.028
281,0.0096
282,-0.0248
283,-0.0472
284,-0.052
285,-0.0424
286,-0.0392
287,-0.0144
288,-0.0144
289,-0.0056
290,-0.0392
291,-0.0104
292,0.02
293,-0.0288
294,-0.0376
295,-0.052
296,-0.0472
297,-0.0352
298,-0.024
299,-0.0168
300,-0.0272
301,-0.0192
302,-0.0552
303,-0.052
304,0.0064
305,0.0176
306,-0.0048
307,-0.0104
308,-0.024
309,0.0112
310,0.0576
311,0.108
312,0.0464
313,0.0616
314,0.0536
315,0.0584
316,0.032
317,-0.0128
318,-0.0232
319,0.0032
320,-0.004
321,0.0136
322,-0.0216
323,-0.0448
324,-0.0144
325,0.0056
326,-0.0248
327,-0.0344
328,0.0328
329,0.0328
330,-0.0208
331,-0.0376
332,-0.008
333,-0.0312
334,-0.024
335,-0.0632
336,-0.0968
337,-0.1216
338,-0.0792
339,-0.06
340,-0.036
341,-0.0616
342,-0.1024
343,-0.0704
344,-0.0944
345,-0.0672
346,-0.0224
347,-0.0584
348,-0.0504
349,-0.056
350,-0.0944
351,-0.1104
352,-0.1184
353,-0.1344
354,-0.128
355,-0.0992
356,-0.0976
357,-0.1192
358,-0.0696
359,-0.0624
360,-0.0328
361,-0.052
362,-0.044
363,-0.0376
364,-0.0024
365,-0.0048
366,-0.0056
367,0.0112
368,0.0032
369,0.0256
370,0.0592
371,0.0448
372,0.0144
373,0.044
374,0.056
375,0.08
376,0.068
377,0.0384
378,0.0336
379,0.0384
380,-0.0048
