Iteracao,Magnetizacao
0,-0.0304
1,-0.0664
2,-0.0792
3,-0.0752
4,-0.0616
5,-0.0728
6,-0.1048
7,-0.12
8,-0.056
9,-0.036
10,-0.0712
11,-0.0656
12,-0.0888
13,-0.1216
14,-0.1104
15,-0.1152
16,-0.1448
17,-0.1224
18,-0.1328
19,-0.1432
20,-0.164
21,-0.1704
22,-0.1528
23,-0.1456
24,-0.208
25,-0.2288
26,-0.22
27,-0.1832
28,-0.176
29,-0.1752
30,-0.18
31,-0.1632
32,-0.1896
33,-0.1792
34,-0.1952
35,-0.1624
36,-0.148
37,-0.1232
38,-0.1592
39,-0.1208
40,-0.1032
41,-0.0984
42,-0.1048
43,-0.1072
44,-0.1104
45,-0.1192
46,-0.0896
47,-0.096
48,-0.0664
49,-0.1048
50,-0.1056
51,-0.0752
52,-0.0832
53,-0.0936
54,-0.088
55,-0.1048
56,-0.08
57,-0.0176
58,0.0064
59,-0.0152
60,-0.02
61,-0.0504
62,-0.0864
63,-0.112
64,-0.1336
65,-0.0888
66,-0.0992
67,-0.0728
68,-0.0376
69,-0.0376
70,-0.0272
71,-0.036
72,-0.036
73,-0.0432
74,-0.0368
75,-0.0208
76,-0.0384
77,-0.0408
78,-0.0144
79,0.0008
80,-0.012
81,-0.0024
82,0.0608
83,0.0376
84,0.0312
85,0.0152
86,0.0384
87,0.0448
88,0.044
89,0.032
90,0.0432
91,0.0312
92,0.004
93,0.0328
94,0.0
95,0.0048
96,0.0056
97,0.02
98,-0.004
99,0.0016
100,0.016
101,0.0088
102,-0.0216
103,0.0016
104,0.052
105,0.0792
106,0.1168
107,0.1704
108,0.1784
109,0.2024
110,0.1648
111,0.1616
112,0.1608
113,0.1432
114,0.1392
115,0.1304
116,0.1368
117,0.0808
118,0.0552
119,0.0456
120,0.0824
121,0.0384
122,0.0352
123,0.0576
124,0.0608
125,0.0496
126,0.0232
127,0.0144
128,0.048
129,0.0448
130,0.0912
131,0.0816
132,0.092
133,0.1128
134,0.136
135,0.1232
136,0.116
137,0.1568
138,0.1504
139,0.1696
140,0.1696
141,0.1712
142,0.1648
143,0.1304
144,0.1208
145,0.0864
146,0.1024
147,0.1488
148,0.1736
149,0.1632
150,0.2048
151,0.2056
152,0.216
153,0.2256
154,0.2568
155,0.1952
156,0.172
157,0.2072
158,0.1568
159,0.1568
160,0.2264
161,0.2184
162,0.2344
163,0.2464
164,0.2312
165,0.2328
166,0.236
167,0.2424
168,0.236
169,0.2552
170,0.268
171,0.2696
172,0.268
173,0.2104
174,0.1904
175,0.1664
176,0.14
177,0.1328
178,0.1432
179,0.1536
180,0.1776
181,0.1896
182,0.1696
183,0.156
184,0.1272
185,0.132
186,0.1512
187,0.1776
188,0.1504
189,0.1248
190,0.0848
191,0.0632
192,0.0936
193,0.1096
194,0.1384
195,0.1552
196,0.1736
197,0.2136
198,0.2392
199,0.2064
200,0.2216
201,0.236
202,0.2208
203,0.2624
204,0.256
205,0.268
206,0.2232
207,0.2608
208,0.2752
209,0.2904
210,0.2736
211,0.268
212,0.2256
213,0.2008
214,0.1712
215,0.1752
216,0.168
217,0.148
218,0.1624
219,0.152
220,0.1824
221,0.1936
222,0.2232
223,0.2208
224,0.2088
225,0.208
226,0.1904
227,0.2016
228,0.212
229,0.2
230,0.1896
231,0.1912
232,0.2344
233,0.2344
234,0.2032
235,0.1744
236,0.1424
237,0.1112
238,0.1104
239,0.084
240,0.088
241,0.096
242,0.1008
243,0.1264
244,0.1336
245,0.0992
246,0.0824
247,0.1112
248,0.104
249,0.0936
250,0.1104
251,0.1152
252,0.0976
253,0.08
254,0.0584
255,0.0416
256,0.0712
257,0.0536
258,0.06
259,0.0624
260,0.0504
261,0.1
262,0.0848
263,0.1136
264,0.0672
265,0.1032
266,0.0888
267,0.0432
268,0.064
269,0.0608
270,0.1088
271,0.076
272,0.0864
273,0.0816
274,0.0808
275,0.1072
276,0.1032
277,0.152
278,0.1392
279,0.0792
280,0.06
281,0.0296
282,-0.0032
283,-0.0184
284,-0.0256
285,-0.004
286,-0.0168
287,-0.0736
288,-0.072
289,-0.092
290,-0.0824
291,-0.0696
292,-0.0144
293,0.0176
294,0.016
295,0.0584
296,0.0224
297,-0.0072
298,-0.0048
299,0.024
300,0.0208
301,0.0168
302,0.0528
303,0.0624
304,0.0696
305,0.0368
306,0.0248
307,0.0136
308,-0.0136
309,0.004
310,0.0344
311,0.02
312,0.0296
313,0.0568
314,0.0864
315,0.0888
316,0.0976
317,0.108
318,0.1
319,0.0904
320,0.0984
321,0.1008
322,0.0944
323,0.1032
324,0.1152
325,0.128
326,0.1096
327,0.0896
328,0.1264
329,0.1656
330,0.1456
331,0.144
332,0.2048
333,0.1992
334,0.1992
335,0.2104
336,0.1912
337,0.2008
338,0.2096
339,0.2
340,0.1712
341,0.192
342,0.1632
343,0.1688
344,0.1832
345,0.132
346,0.1304
347,0.1184
348,0.1456
349,0.1672
350,0.1952
351,0.164
352,0.1888
353,0.1856
354,0.1968
355,0.1968
356,0.2016
357,0.1896
358,0.1832
359,0.2048
360,0.1632
361,0.1704
362,0.1792
363,0.1744
364,0.1344
365,0.1536
366,0.1352
367,0.1312
368,0.1624
369,0.1944
370,0.1496
371,0.164
372,0.1736
373,0.164
374,0.1584
375,0.1376
376,0.1224
377,0.1136
378,0.0872
379,0.0552
380,0.0456
381,0.0368
382,0.016
383,-0.024
384,-0.0144
385,-0.0248
386,-0.044
387,-0.012
388,0.0104
389,0.0056
390,0.012
391,-0.0008
392,0.0448
393,0.0368
394,0.0488
395,0.036
396,0.0064
397,0.0088
398,0.0304
399,0.0152
400,0.0472
401,0.0296
402,-0.0008
403,-0.048
404,-0.0472
405,-0.0368
406,-0.032
407,-0.012
408,0.0136
409,0.0208
410,0.0456
411,0.0368
412,0.0328
413,0.0608
414,0.072
415,0.0832
416,0.084
417,0.0816
418,0.092
419,0.104
420,0.088
421,0.08
422,0.0768
423,0.1168
424,0.1352
425,0.1392
426,0.1528
427,0.112
428,0.1352
429,0.14
430,0.1256
431,0.1064
432,0.0928
433,0.1248
434,0.1288
435,0.1544
436,0.1072
437,0.1064
438,0.0552
439,0.04
440,0.0672
441,0.0704
442,0.0856
443,0.0784
444,0.1024
445,0.0824
446,0.076
447,0.0768
448,0.0672
449,0.024
450,0.0536
451,0.1104
452,0.1304
453,0.1856
454,0.1896
455,0.2168
456,0.244
457,0.2088
458,0.1608
459,0.1736
460,0.172
461,0.1496
462,0.1624
463,0.1344
464,0.1208
465,0.1408
466,0.1456
467,0.1496
468,0.1728
469,0.1792
470,0.1544
471,0.16
472,0.152
473,0.1288
474,0.1168
475,0.1216
476,0.0888
477,0.0848
478,0.0408
479,0.0576
480,0.0624
481,0.0872
482,0.0696
483,0.1112
484,0.0688
485,0.1192
486,0.1368
487,0.1472
488,0.1488
489,0.1344
490,0.1328
491,0.1672
492,0.1376
493,0.1392
494,0.1672
495,0.1752
496,0.1776
497,0.1648
498,0.1608
499,0.1504
