Iteracao,Energia
0,-0.592
1,-0.7344
2,-0.8496
3,-0.8592
4,-0.8768
5,-0.9312
6,-0.9424
7,-0.9968
8,-0.936
9,-0.9616
10,-0.9504
11,-0.9312
12,-0.9632
13,-0.9728
14,-0.9792
15,-0.9872
16,-1.056
17,-1.0336
18,-1.0384
19,-1.0576
20,-1.0816
21,-1.0256
22,-1.0304
23,-0.9792
24,-0.9936
25,-1.016
26,-1.0416
27,-1.0448
28,-1.0816
29,-1.048
30,-1.0752
31,-1.1056
32,-1.0528
33,-1.032
34,-1.1424
35,-1.136
36,-1.0768
37,-1.0896
38,-1.0752
39,-1.0384
40,-1.1008
41,-1.1024
42,-1.0608
43,-1.0224
44,-0.9776
45,-1.0256
46,-1.0496
47,-1.0432
48,-1.064
49,-1.0944
50,-1.1152
51,-1.096
52,-1.0848
53,-1.0576
54,-1.0896
55,-1.0864
56,-1.0608
57,-1.0848
58,-1.0656
59,-1.0736
60,-1.0896
61,-1.0608
62,-1.0784
63,-1.0416
64,-1.0624
65,-1.0576
66,-1.088
67,-1.1056
68,-1.1216
69,-1.088
70,-1.0432
71,-1.1072
72,-1.0528
73,-1.0384
74,-1.0688
75,-1.0528
76,-1.0624
77,-1.048
78,-1.032
79,-0.992
80,-1.0224
81,-1.0592
82,-1.1152
83,-1.1088
84,-1.0704
85,-1.04
86,-0.9888
87,-1.024
88,-1.0496
89,-1.0448
90,-1.0624
91,-1.0208
92,-1.016
93,-1.0704
94,-1.08
95,-1.0784
96,-1.0608
97,-1.0128
98,-0.9904
99,-0.9936
100,-0.9872
101,-0.9952
102,-1.0416
103,-1.0208
104,-1.0448
105,-1.0352
106,-1.0816
107,-1.0224
108,-1.0016
109,-1.096
110,-1.0928
111,-1.1152
112,-1.1136
113,-1.0544
114,-1.1056
115,-1.0768
116,-1.0672
117,-1.0976
118,-1.0864
119,-1.0352
120,-1.0336
121,-1.064
122,-1.0048
123,-1.0496
124,-1.0464
125,-1.0448
126,-1.04
127,-0.992
128,-1.0352
129,-1.0256
130,-1.0256
131,-1.032
132,-1.048
133,-1.0832
134,-0.9616
135,-0.9888
136,-0.976
137,-0.976
138,-0.9888
139,-1.0336
140,-1.0224
141,-1.04
142,-1.0368
143,-1.048
144,-1.0016
145,-1.0448
146,-1.0816
147,-1.1264
148,-1.1488
149,-1.0416
150,-1.0896
151,-1.1232
152,-1.1232
153,-1.0592
154,-1.04
155,-1.0368
156,-1.024
157,-1.0128
158,-1.0352
159,-1.0256
160,-1.048
161,-1.0224
162,-1.0624
163,-1.064
164,-1.0992
165,-1.0832
166,-1.0688
167,-1.0816
168,-1.0752
169,-1.0512
170,-1.0912
171,-1.0784
172,-1.1024
173,-1.0832
174,-1.0512
175,-1.0416
176,-1.0784
177,-1.0768
178,-1.0816
179,-1.0224
180,-1.0256
181,-1.0016
182,-1.0416
183,-1.0736
184,-1.0512
185,-1.064
186,-1.0064
187,-1.0464
188,-1.048
189,-1.0208
190,-1.0224
191,-1.0288
192,-1.0672
193,-1.1216
194,-1.1424
195,-1.1232
196,-1.0864
197,-1.0992
198,-1.0288
199,-1.0576
200,-1.0352
201,-1.0736
202,-1.0288
203,-1.0624
204,-1.0704
205,-1.0464
206,-1.0096
207,-1.0528
208,-1.024
209,-1.0496
210,-1.0608
211,-1.016
212,-1.0144
213,-1.0144
214,-1.0144
215,-1.0208
216,-0.9808
217,-0.984
218,-0.992
219,-0.9744
220,-0.9728
221,-1.0272
222,-1.0944
223,-1.0944
224,-1.0864
225,-1.1152
226,-1.0736
227,-1.0368
228,-1.024
229,-1.0416
230,-1.0112
231,-1.0624
232,-1.0624
233,-1.0144
234,-1.0448
235,-1.0928
236,-1.1184
237,-1.1536
238,-1.1328
239,-1.1456
240,-1.1296
241,-1.1776
242,-1.1616
243,-1.1968
244,-1.224
245,-1.1968
246,-1.1904
247,-1.1248
248,-1.128
249,-1.152
250,-1.1744
251,-1.1504
252,-1.1696
253,-1.1824
254,-1.1984
255,-1.112
256,-1.1184
257,-1.096
258,-1.0976
259,-1.1312
260,-1.0896
261,-1.0608
262,-1.0864
263,-1.0512
264,-1.0896
265,-1.0944
266,-1.1664
267,-1.0944
268,-1.0768
269,-1.1184
270,-1.1328
271,-1.0752
272,-1.0912
273,-1.144
274,-1.1312
275,-1.1152
276,-1.1312
277,-1.1616
278,-1.0864
279,-1.1568
280,-1.096
281,-1.104
282,-1.032
283,-1.0176
284,-1.1168
285,-1.1216
286,-1.0784
287,-1.0896
288,-1.1504
289,-1.1216
290,-1.0864
291,-1.1008
292,-1.0656
293,-1.0704
294,-1.0848
295,-1.064
296,-1.0896
297,-1.1408
298,-1.0752
299,-1.0864
300,-1.0736
301,-1.0608
302,-1.0992
303,-1.032
304,-1.0752
305,-1.0656
306,-1.0672
307,-1.072
308,-1.0848
309,-1.0928
310,-1.1232
311,-1.1248
312,-1.0656
313,-1.0672
314,-1.0688
315,-1.0912
316,-1.1424
317,-1.1232
318,-1.152
319,-1.088
320,-1.096
321,-1.0752
322,-1.0784
323,-1.1056
324,-1.104
325,-1.0656
326,-1.0704
327,-1.0608
328,-1.0656
329,-1.0144
330,-1.0384
331,-1.0576
332,-1.0352
333,-0.9968
334,-1.048
335,-1.008
336,-0.9664
337,-0.9792
338,-0.9936
339,-1.0032
340,-1.088
341,-1.0272
342,-1.064
343,-1.12
344,-1.1072
345,-1.104
346,-1.0912
347,-1.0608
348,-1.0752
349,-1.0864
350,-1.0432
351,-1.0848
352,-1.0368
353,-1.0816
354,-1.0288
355,-1.0496
356,-0.984
357,-1.0128
358,-1.0512
359,-1.04
360,-0.9936
361,-1.0304
362,-1.032
363,-1.056
364,-1.0304
365,-1.0224
366,-1.0576
367,-1.0832
368,-1.0496
369,-1.0352
370,-1.0272
371,-0.9968
372,-0.9728
373,-0.9712
374,-1.0144
375,-1.0432
376,-1.0464
377,-1.0336
378,-1.0576
379,-1.0752
380,-1.056
381,-1.064
382,-1.0656
383,-1.1088
384,-1.096
385,-1.0736
386,-1.0544
387,-1.1152
388,-1.096
389,-1.0672
390,-1.0768
391,-1.072
392,-1.1136
393,-1.1104
394,-1.1024
395,-1.0912
396,-1.1696
397,-1.1232
398,-1.1056
399,-1.0896
400,-1.0992
401,-1.096
402,-1.0848
403,-1.136
404,-1.1088
405,-1.1136
406,-1.0896
407,-1.1472
408,-1.16
409,-1.1344
410,-1.1952
411,-1.112
412,-1.1232
413,-1.1344
414,-1.1008
415,-1.1264
416,-1.112
417,-1.0992
418,-1.1008
419,-1.1696
420,-1.1248
421,-1.0912
422,-1.1376
423,-1.1072
424,-1.0704
425,-1.0832
426,-1.0832
427,-1.152
428,-1.1536
429,-1.096
430,-1.0784
431,-1.0752
432,-1.1168
433,-1.1552
434,-1.1248
435,-1.1584
436,-1.1232
437,-1.0576
438,-1.0768
439,-1.0784
440,-1.0656
441,-1.04
442,-1.0928
443,-1.0992
444,-1.096
445,-1.1248
446,-1.0992
447,-1.0672
448,-1.1008
449,-1.096
450,-1.0768
451,-1.056
452,-1.0816
453,-1.0352
454,-0.9952
455,-1.0016
456,-1.0
457,-1.0416
458,-1.024
459,-1.0128
460,-1.0064
461,-1.0592
462,-1.04
463,-1.0528
464,-1.0528
465,-0.9824
466,-0.976
467,-0.952
468,-1.008
469,-1.0528
470,-1.0592
471,-1.0384
472,-1.0496
473,-1.0816
474,-1.0416
475,-1.0704
476,-1.1024
477,-1.12
478,-1.1472
479,-1.0816
480,-1.1424
481,-1.192
482,-1.1184
483,-1.1856
484,-1.1776
485,-1.1264
486,-1.0912
487,-1.1264
488,-1.1392
489,-1.0864
490,-1.0576
491,-1.0304
492,-1.072
493,-1.072
494,-1.04
495,-1.0896
496,-1.0896
497,-1.1184
498,-1.0896
499,-1.0848
