Iteracao,Magnetizacao
0,0.0216
1,-0.0184
2,-0.0448
3,-0.06
4,-0.024
5,-0.028
6,-0.0392
7,-0.016
8,-0.0112
9,-0.02
10,-0.024
11,-0.0328
12,-0.0448
13,-0.052
14,-0.0304
15,-0.0384
16,-0.024
17,-0.0328
18,-0.0304
19,-0.0504
20,-0.0488
21,-0.0416
22,-0.0616
23,-0.0752
24,-0.072
25,-0.0776
26,-0.0776
27,-0.1024
28,-0.0952
29,-0.0888
30,-0.0968
31,-0.0896
32,-0.08
33,-0.0824
34,-0.084
35,-0.0856
36,-0.0968
37,-0.1032
38,-0.1016
39,-0.1024
40,-0.12
41,-0.112
42,-0.1064
43,-0.1096
44,-0.1
45,-0.0984
46,-0.0912
47,-0.1048
48,-0.1008
49,-0.0976
50,-0.0944
51,-0.0944
52,-0.0968
53,-0.096
54,-0.1144
55,-0.096
56,-0.1008
57,-0.104
58,-0.1032
59,-0.0912
60,-0.1
61,-0.1104
62,-0.1128
63,-0.116
64,-0.1112
65,-0.1128
66,-0.112
67,-0.1128
68,-0.1112
69,-0.1064
70,-0.1152
71,-0.1008
72,-0.1048
73,-0.1144
74,-0.112
75,-0.1232
76,-0.1288
77,-0.1344
78,-0.1344
79,-0.1344
80,-0.1504
81,-0.1528
82,-0.1568
83,-0.168
84,-0.1696
85,-0.1632
86,-0.1688
87,-0.1744
88,-0.168
89,-0.1648
90,-0.1656
91,-0.1752
92,-0.1592
93,-0.172
94,-0.1696
95,-0.1696
96,-0.1656
97,-0.1648
98,-0.1648
99,-0.168
100,-0.176
101,-0.1656
102,-0.1648
103,-0.1728
104,-0.1728
105,-0.1752
106,-0.1768
107,-0.1752
108,-0.1728
109,-0.164
110,-0.1752
111,-0.168
112,-0.1584
113,-0.1592
114,-0.1688
115,-0.1776
116,-0.1872
117,-0.184
118,-0.1904
119,-0.1904
120,-0.1928
121,-0.1896
122,-0.1896
123,-0.1856
124,-0.1856
125,-0.1992
126,-0.1896
127,-0.1864
128,-0.1896
129,-0.1872
130,-0.1952
131,-0.1856
132,-0.1936
133,-0.1936
134,-0.208
135,-0.224
136,-0.2312
137,-0.2384
138,-0.2456
139,-0.2456
140,-0.2488
141,-0.2472
142,-0.2448
143,-0.26
144,-0.2632
145,-0.276
146,-0.268
147,-0.2776
148,-0.2936
149,-0.2928
150,-0.3032
151,-0.3088
152,-0.316
153,-0.3072
154,-0.3048
155,-0.3112
156,-0.312
157,-0.316
158,-0.3192
159,-0.3152
160,-0.3144
161,-0.308
162,-0.3064
163,-0.3184
164,-0.3272
165,-0.3264
166,-0.3392
167,-0.3472
168,-0.34
169,-0.34
170,-0.3392
171,-0.3312
172,-0.3384
173,-0.3464
174,-0.3432
175,-0.3472
176,-0.3488
177,-0.356
178,-0.3656
179,-0.3672
180,-0.3712
181,-0.3776
182,-0.3824
183,-0.3832
184,-0.3936
185,-0.4016
186,-0.3944
187,-0.4128
188,-0.412
189,-0.4008
190,-0.4024
191,-0.412
192,-0.416
193,-0.4216
194,-0.4248
195,-0.42
196,-0.4136
197,-0.4152
198,-0.408
199,-0.4
200,-0.3984
201,-0.3936
202,-0.3896
203,-0.388
204,-0.376
205,-0.372
206,-0.3744
207,-0.3672
208,-0.3632
209,-0.3552
210,-0.3624
211,-0.3624
212,-0.3696
213,-0.3736
214,-0.376
215,-0.3768
216,-0.376
217,-0.376
218,-0.3792
219,-0.3696
220,-0.368
221,-0.3736
222,-0.3848
223,-0.3904
224,-0.3944
225,-0.4016
226,-0.4088
227,-0.4288
228,-0.432
229,-0.4192
230,-0.4184
231,-0.4224
232,-0.4232
233,-0.4256
234,-0.4336
235,-0.4408
236,-0.4416
237,-0.4352
238,-0.4456
239,-0.4448
240,-0.4464
241,-0.444
242,-0.4528
243,-0.4648
244,-0.4656
245,-0.472
246,-0.468
247,-0.4696
248,-0.4736
249,-0.48
250,-0.4928
251,-0.492
252,-0.4784
253,-0.4864
254,-0.488
255,-0.492
256,-0.496
257,-0.4888
258,-0.5008
259,-0.4952
260,-0.5152
261,-0.5144
262,-0.5152
263,-0.52
264,-0.5096
265,-0.5264
266,-0.5504
267,-0.5608
268,-0.572
269,-0.576
270,-0.576
271,-0.5728
272,-0.576
273,-0.5712
274,-0.5712
275,-0.564
276,-0.5552
277,-0.5464
278,-0.536
279,-0.5424
280,-0.5424
281,-0.5288
282,-0.5368
283,-0.5408
284,-0.536
285,-0.5504
286,-0.5528
287,-0.5568
288,-0.5616
289,-0.5728
290,-0.5648
291,-0.5728
292,-0.576
293,-0.5792
294,-0.5656
295,-0.5712
296,-0.5664
297,-0.572
298,-0.5664
299,-0.5792
300,-0.5824
301,-0.576
302,-0.5784
303,-0.5832
304,-0.5832
305,-0.5824
306,-0.6016
307,-0.6032
308,-0.6032
309,-0.6088
310,-0.6088
311,-0.6152
312,-0.6056
313,-0.6128
314,-0.6136
315,-0.6256
316,-0.6208
317,-0.6208
318,-0.6296
319,-0.6384
320,-0.644
321,-0.6368
322,-0.6288
323,-0.6296
324,-0.6336
325,-0.6376
326,-0.6352
327,-0.6336
328,-0.6496
329,-0.6368
330,-0.6456
331,-0.6512
332,-0.6528
333,-0.6536
334,-0.6496
335,-0.652
336,-0.6512
337,-0.636
338,-0.6392
339,-0.6456
340,-0.6544
341,-0.6624
342,-0.6552
343,-0.6536
344,-0.6568
345,-0.6696
346,-0.676
347,-0.6712
348,-0.672
349,-0.664
350,-0.6568
351,-0.6576
352,-0.6648
353,-0.6608
354,-0.6776
355,-0.6768
356,-0.676
357,-0.6728
358,-0.6664
359,-0.6632
360,-0.656
361,-0.6544
362,-0.672
363,-0.6704
364,-0.6776
365,-0.6928
366,-0.7064
367,-0.7136
368,-0.716
369,-0.7224
370,-0.7224
371,-0.7304
372,-0.732
373,-0.7288
374,-0.732
375,-0.7312
376,-0.7352
377,-0.7352
378,-0.736
379,-0.7336
380,-0.7344
381,-0.7368
382,-0.7352
383,-0.7288
384,-0.7328
385,-0.7392
386,-0.74
387,-0.7408
388,-0.7352
389,-0.7296
390,-0.7256
391,-0.72
392,-0.7208
393,-0.7248
394,-0.7312
395,-0.724
396,-0.7256
397,-0.7248
398,-0.7336
399,-0.7456
400,-0.7416
401,-0.732
402,-0.74
403,-0.7456
404,-0.74
405,-0.7336
406,-0.7328
407,-0.74
408,-0.7424
409,-0.7368
410,-0.7464
411,-0.7424
412,-0.7456
413,-0.7544
414,-0.7456
415,-0.7432
416,-0.7448
417,-0.7432
418,-0.748
419,-0.7504
420,-0.7624
421,-0.7608
422,-0.7592
423,-0.7712
424,-0.7624
425,-0.756
426,-0.7624
427,-0.7664
428,-0.7744
429,-0.7792
430,-0.7816
431,-0.78
432,-0.78
433,-0.7736
434,-0.7728
435,-0.7792
436,-0.78
437,-0.788
438,-0.8
439,-0.8032
440,-0.8176
441,-0.8064
442,-0.8136
443,-0.816
444,-0.8216
445,-0.8232
446,-0.8264
447,-0.8248
448,-0.8272
449,-0.8328
450,-0.8312
451,-0.8328
452,-0.8376
453,-0.8464
454,-0.8384
455,-0.8368
456,-0.8424
457,-0.8392
458,-0.8408
459,-0.8464
460,-0.8496
461,-0.8512
462,-0.856
463,-0.8568
464,-0.8584
465,-0.8584
466,-0.8576
467,-0.8552
468,-0.8504
469,-0.8448
470,-0.8512
471,-0.86
472,-0.8688
473,-0.8712
474,-0.8728
475,-0.88
476,-0.8776
477,-0.8824
478,-0.8824
479,-0.8792
480,-0.8864
481,-0.8864
482,-0.8944
483,-0.8904
484,-0.9024
485,-0.9088
486,-0.9104
487,-0.9056
488,-0.9104
489,-0.9104
490,-0.916
491,-0.9112
492,-0.9144
493,-0.9136
494,-0.9168
495,-0.9128
496,-0.908
497,-0.9056
498,-0.9024
499,-0.908
