Iteracao,Energia
0,-0.7856
1,-1.096
2,-1.2528
3,-1.3616
4,-1.432
5,-1.4784
6,-1.5184
7,-1.5504
8,-1.5712
9,-1.6
10,-1.6208
11,-1.648
12,-1.6656
13,-1.6752
14,-1.68
15,-1.696
16,-1.7136
17,-1.7312
18,-1.7392
19,-1.7456
20,-1.7664
21,-1.7872
22,-1.7936
23,-1.8128
24,-1.808
25,-1.8192
26,-1.8256
27,-1.832
28,-1.832
29,-1.8432
30,-1.8432
31,-1.8432
32,-1.8448
33,-1.8448
34,-1.8368
35,-1.8464
36,-1.8608
37,-1.8624
38,-1.8672
39,-1.8624
40,-1.864
41,-1.8672
42,-1.8688
43,-1.8672
44,-1.8736
45,-1.8816
46,-1.888
47,-1.9008
48,-1.8976
49,-1.8944
50,-1.8976
51,-1.896
52,-1.896
53,-1.9072
54,-1.9136
55,-1.9104
56,-1.9072
57,-1.904
58,-1.9152
59,-1.9152
60,-1.9184
61,-1.9136
62,-1.9168
63,-1.9232
64,-1.9184
65,-1.9216
66,-1.92
67,-1.9264
68,-1.9216
69,-1.9184
70,-1.928
71,-1.9312
72,-1.9376
73,-1.9376
74,-1.936
75,-1.9344
76,-1.9424
77,-1.944
78,-1.9456
79,-1.9472
80,-1.9472
81,-1.944
82,-1.9488
83,-1.9568
84,-1.96
85,-1.968
86,-1.9696
87,-1.9696
88,-1.9712
89,-1.9712
90,-1.9696
91,-1.9712
92,-1.9744
93,-1.9808
94,-1.9808
95,-1.9808
96,-1.976
97,-1.984
98,-1.9936
99,-2.0
100,-1.9968
101,-1.9968
102,-2.0
103,-1.9968
104,-1.9904
105,-1.9936
106,-1.9968
107,-1.9936
108,-1.9968
109,-1.9968
110,-2.0
111,-2.0
112,-2.0
113,-1.9904
114,-1.9968
115,-1.9968
116,-1.9856
117,-2.0
118,-1.9968
119,-1.9968
120,-1.9968
121,-1.9968
122,-2.0
123,-2.0
124,-2.0
125,-1.9968
126,-2.0
127,-2.0
128,-2.0
129,-2.0
130,-2.0
131,-1.9968
132,-2.0
133,-1.9936
134,-1.9936
135,-1.992
136,-1.9968
137,-1.9968
138,-2.0
139,-2.0
140,-1.9968
141,-1.9968
142,-1.9968
143,-1.9936
144,-1.9968
145,-2.0
146,-2.0
147,-1.9968
148,-1.9968
149,-2.0
150,-2.0
151,-1.9968
152,-1.9936
153,-1.9968
154,-1.9968
155,-2.0
156,-2.0
157,-1.9968
158,-2.0
159,-2.0
160,-1.9936
161,-1.9936
162,-2.0
163,-2.0
164,-2.0
165,-2.0
166,-2.0
167,-1.9968
168,-1.9968
169,-1.9968
170,-1.9936
171,-1.9968
172,-2.0
173,-1.9968
174,-1.9936
175,-2.0
176,-1.9968
177,-1.9968
178,-1.9968
179,-1.9968
180,-1.9968
181,-1.9968
182,-1.9968
183,-1.9968
184,-1.9968
185,-2.0
186,-2.0
187,-2.0
188,-2.0
189,-2.0
190,-2.0
191,-1.9968
192,-1.9968
193,-2.0
194,-2.0
195,-2.0
196,-2.0
197,-2.0
198,-2.0
199,-1.9968
200,-1.992
201,-1.9968
202,-1.9968
203,-2.0
204,-2.0
205,-1.9936
206,-1.9936
207,-2.0
208,-2.0
209,-1.9968
210,-2.0
211,-1.9968
212,-2.0
213,-2.0
214,-1.9904
215,-1.9968
216,-1.9936
217,-1.9968
218,-1.9936
219,-2.0
220,-1.9968
221,-1.9968
222,-1.9968
223,-1.9968
224,-1.9936
225,-1.9936
226,-1.9936
227,-1.9936
228,-1.9936
229,-2.0
230,-1.9968
231,-2.0
232,-1.9968
233,-1.9936
234,-2.0
235,-1.9936
236,-1.9968
237,-1.9968
238,-2.0
239,-2.0
240,-2.0
241,-2.0
242,-1.9968
243,-1.9968
244,-1.9968
245,-1.9968
246,-1.9968
247,-1.9952
248,-1.9952
249,-1.992
250,-1.9952
251,-2.0
252,-1.9968
253,-1.9968
254,-2.0
255,-2.0
256,-2.0
257,-1.9968
258,-1.9968
259,-1.9968
260,-2.0
261,-1.9968
262,-1.9968
263,-1.9968
264,-1.9968
265,-1.9968
266,-1.992
267,-1.992
268,-1.9968
269,-1.9968
270,-2.0
271,-2.0
272,-1.9936
273,-1.984
274,-1.9904
275,-1.9936
276,-1.9952
277,-1.992
278,-2.0
279,-2.0
280,-2.0
281,-2.0
282,-2.0
283,-2.0
284,-2.0
285,-1.9968
286,-1.9936
287,-1.9968
288,-1.9872
289,-1.9968
290,-1.9952
291,-1.9936
292,-1.9968
293,-1.9936
294,-1.9968
295,-2.0
296,-1.9904
297,-1.9904
298,-1.9968
299,-1.9968
300,-1.9968
301,-2.0
302,-1.9968
303,-1.9968
304,-1.9904
305,-1.9888
306,-1.9936
307,-1.9936
308,-1.9968
309,-1.9968
310,-1.9936
311,-1.9968
312,-1.9968
313,-2.0
314,-2.0
315,-2.0
316,-2.0
317,-2.0
318,-2.0
319,-2.0
320,-1.9968
321,-2.0
322,-2.0
323,-2.0
324,-1.9936
325,-1.9936
326,-2.0
327,-1.9904
328,-1.9936
329,-1.9968
330,-1.9968
331,-1.9968
332,-1.9968
333,-1.9872
334,-1.9872
335,-1.9952
336,-1.9936
337,-1.9968
338,-1.9952
339,-1.9968
340,-2.0
341,-1.992
342,-1.9936
343,-1.9968
344,-2.0
345,-1.9968
346,-1.992
347,-1.9936
348,-1.9968
349,-2.0
350,-1.9968
351,-2.0
352,-1.9936
353,-1.9968
354,-2.0
355,-2.0
356,-2.0
357,-2.0
358,-1.9968
359,-1.9968
360,-1.9968
361,-2.0
362,-1.9968
363,-2.0
364,-1.9968
365,-2.0
366,-2.0
367,-2.0
368,-2.0
369,-2.0
370,-1.9936
371,-2.0
372,-1.9968
373,-2.0
374,-2.0
375,-1.9968
376,-2.0
377,-2.0
378,-2.0
379,-2.0
380,-2.0
381,-1.9968
382,-1.9936
383,-1.9968
384,-2.0
385,-2.0
386,-1.9952
387,-1.9936
388,-1.9968
389,-1.9968
390,-1.9968
391,-2.0
392,-1.9968
393,-1.9968
394,-1.9968
395,-1.9968
396,-2.0
397,-2.0
398,-2.0
399,-2.0
400,-1.9968
401,-1.9936
402,-1.9968
403,-1.9904
404,-2.0
405,-2.0
406,-2.0
407,-1.9968
408,-1.9936
409,-2.0
410,-1.9968
411,-2.0
412,-2.0
413,-2.0
414,-1.9968
415,-2.0
416,-1.9968
417,-1.9968
418,-1.9936
419,-2.0
420,-2.0
421,-1.9936
422,-2.0
423,-2.0
424,-1.9968
425,-1.9936
426,-1.9936
427,-1.9904
428,-1.9936
429,-1.9936
430,-1.9936
431,-2.0
432,-2.0
433,-1.9936
434,-1.9904
435,-1.9904
436,-1.9968
437,-1.9936
438,-1.9968
439,-2.0
440,-2.0
441,-2.0
442,-1.9968
443,-2.0
444,-2.0
445,-1.9968
446,-1.9968
447,-1.9936
448,-1.9872
449,-1.9968
450,-1.9968
451,-1.9936
452,-1.9968
453,-1.9936
454,-1.9936
455,-2.0
456,-2.0
457,-2.0
458,-2.0
459,-1.9968
460,-1.9968
461,-1.9968
462,-1.9968
463,-1.9904
464,-2.0
465,-1.9968
466,-1.9968
467,-1.9968
468,-2.0
469,-2.0
470,-2.0
471,-2.0
472,-1.9968
473,-2.0
474,-1.9936
475,-1.9904
476,-1.9968
477,-2.0
478,-1.9968
479,-1.9968
480,-1.9968
481,-1.9968
482,-1.9936
483,-1.9936
484,-2.0
485,-1.9968
486,-2.0
487,-2.0
488,-2.0
489,-2.0
490,-2.0
491,-2.0
492,-2.0
493,-2.0
494,-2.0
495,-1.9968
496,-2.0
497,-2.0
498,-2.0
499,-1.9936
