x,y,phi_exact,dphi_dx,dphi_dy,laplacian
0.010101010101010102,0.030303030303030304,0.012003055717219512,1.1867065936391397,0.3913027493447443,-0.9477232922655238
0.010101010101010102,0.04040404040404041,0.015928789760880663,1.5748322996460684,0.3857316617152853,-1.2576868282241191
0.010101010101010102,0.05050505050505051,0.01979038419014183,1.9566167118095694,0.3786073688256852,-1.5625861032181845
0.010101010101010102,0.06060606060606061,0.02357228972716208,2.330522519050289,0.36995855768893576,-1.8611933954796187
0.010101010101010102,0.07070707070707072,0.02725927797314383,2.6950441346501957,0.3598200540149406,-2.1523063188340683
0.010101010101010102,0.08080808080808081,0.030836502727720025,3.0487137587188986,0.3482326819796733,-2.4347526642856763
0.010101010101010102,0.09090909090909091,0.034289559769363175,3.3901072885057646,0.33524309984062894,-2.707395120088987
0.010101010101010102,0.10101010101010102,0.03760454485610157,3.7178500527590614,0.3209036120604895,-2.969135851301938
0.010101010101010102,0.11111111111111112,0.040768109712994216,4.0306223470419065,0.30527195869551277,-3.2189209203796922
0.010101010101010102,0.12121212121212122,0.04376751578092292,4.327164747716255,0.28841108289670486,-3.4557445310091586
0.010101010101010102,0.13131313131313133,0.04659068551027384,4.6062831831973865,0.27038887745996637,-3.678653078095751
0.010101010101010102,0.14141414141414144,0.049226250992967006,4.866853742058727,0.2512779114457661,-3.8867489875945322
0.010101010101010102,0.15151515151515152,0.051663599737010034,5.107827198626499,0.2311551379691468,-4.079194330724106
0.010101010101010102,0.16161616161616163,0.05389291739925773,5.328233237841184,0.21010158433669132,-4.255214198010075
0.010101010101010102,0.17171717171717174,0.055905227304308,5.527184362373803,0.18820202577815695,-4.414099819571994
0.010101010101010102,0.18181818181818182,0.05769242659040543,5.703879466264421,0.16554464408654632,-4.555211419089521
0.010101010101010102,0.19191919191919193,0.05924731883680577,5.857607060693109,0.1422206725411497,-4.677980789955861
0.010101010101010102,0.20202020202020204,0.06056364304122231,5.987748138894299,0.11832402854332992,-4.78191358324522
0.010101010101010102,0.21212121212121213,0.061636098830672253,6.093778668678554,0.0939509354442949,-4.866591298281452
0.010101010101010102,0.22222222222222224,0.06246036780420811,6.175271702525252,0.0691995350876228,-4.931672967792579
0.010101010101010102,0.23232323232323235,0.06303313092159402,6.2318990967495465,0.044169492626697615,-4.976896530865648
0.010101010101010102,0.24242424242424243,0.06335208186790947,6.263432832821186,0.01896159520831201,-5.002079888173541
0.010101010101010102,0.25252525252525254,0.06341593634026538,6.269745935514644,-0.006322653861600768,-5.007121635224686
0.010101010101010102,0.26262626262626265,0.06322443721923861,6.250812984193544,-0.03158144383595408,-4.992001470683161
0.010101010101010102,0.27272727272727276,0.06277835560420111,6.206710215170589,-0.05671306648245382,-4.9567802781150085
0.010101010101010102,0.2828282828282829,0.062079487708374924,6.137615214730837,-0.08161632562675221,-4.901599880831599
0.010101010101010102,0.29292929292929293,0.06113064762611548,6.043806204054411,-0.10619094463372498,-4.826682470817216
0.010101010101010102,0.30303030303030304,0.059935656001546815,5.925660918917995,-0.13033797018609022,-4.732329714040354
0.010101010101010102,0.31313131313131315,0.05849932464417624,5.783655088686195,-0.1539601707344904,-4.618921535751335
0.010101010101010102,0.32323232323232326,0.056827437153435675,5.618360520717279,-0.17696242801462567,-4.486914590657421
0.010101010101010102,0.33333333333333337,0.05492672563016806,5.430442797896771,-0.19925212005493242,-4.336840424135475
0.010101010101010102,0.3434343434343435,0.05280484356883332,5.220658598570081,-0.22073949413257213,-4.169303331886339
0.010101010101010102,0.3535353535353536,0.05047033503958739,4.98985264966587,-0.2413380281759688,-3.984977926649329
